Key	German	English
tut.newgame.firstname	John	John
tut.newgame.lastname	Smith	Smith
tut.newgamepopup.text1	Endlich erreichst du die große Stadt: <b>{cityname}.</b>	You finally arrive in the big city: <b>{cityname}.</b>
tut.newgamepopup.text2	"Es ist das Jahr 1920, der Beginn des „Gilded Age“. Die Stadt ist wohlhabend, aber gespalten. Der National Prohibition Act hat gerade den Verkauf, die Herstellung und den Transport alkoholischer Getränke im ganzen Land verboten. Das Gesetzt wird als ein Angriff auf die Stadtbewohner und Einwanderer gesehen, die die Abstinenzbewegung nicht unterstützen. Natürlich nimmt niemand in der Stadt dieses Gesetz ernst: Überall tauchen illegale Flüsterkneipen und Alkoholbetriebe auf. Und die Polizei lässt sich leicht überreden, wegzuschauen."	"The year is 1920, dawn of the Gilded Age. The country is prosperous but divided. The National Prohibition Act just made it illegal to sell, manufacture, or transport alcoholic beverages anywhere in the country. The law is seen as an attack on city residents and immigrants who don't support the temperance movement. Naturally, nobody in the city takes this law seriously: illegal speakeasies and alcohol operations are popping up all over, and police is easily persuaded to look the other way."
tut.newgamepopup.text3.m	Du erreichst diesen Schmelztiegel mit ein paar Dollar in der Tasche und einem familiären Anknüpfungspunkt. Du wirst bei deinem Onkel <b>{name}</b> wohnen. Er führt ein kleines Geschäft in der Stadt und wird dir alles zeigen.	"You arrive into this melting pot with a few dollars in your pocket and a family connection. You're staying with your uncle, <b>{name}.</b> He has a small business in the city, and he's going to show you the ropes."
tut.newgamepopup.text3.f	Du erreichst diesen Schmelztiegel mit ein paar Dollar in der Tasche und einem familiären Anknüpfungspunkt. Du wirst bei deiner Tante <b>{name}</b> wohnen. Sie führt ein kleines Geschäft in der Stadt und wird dir alles zeigen.	"You arrive into this melting pot with a few dollars in your pocket and a family connection. You're staying with your aunt, <b>{name}.</b> She has a small business in the city, and she's going to take you under her wing."
tut.newgamepopup.text4	Du willst aber gar nicht das Familiengeschäft übernehmen. Du träumst von Größerem und hier gibt es haufenweise Möglichkeiten für jemanden wie dich – jemanden ohne Angst vor Risiken.	"But you don't want to run the family store. You dream about making it big, and this situation is full of opportunities for someone like you: someone who's not afraid to take risks."
tut.newgamepopup.text5	"Als du aus dem Zug aussteigst und die Wolkenkratzer und endlosen Menschenmassen betrachtest, da weißt du bereits: Dies ist der Beginn von etwas Großem."	"As you get off the train, and take in the sights of skyscrapers and endless crowds, you already know: this is the beginning of something great."
tut.fr.button-continue	Fortfahren	Continue
tut.fr.button-waiting	Wartet …	Waiting...
tut.fr.button-understood	Verstanden	Understood
tut.fr.button-agreed	Einverstanden	Agreed
tut.fr.button-skip	Diese Lektion überspringen	Skip this lesson
tut.fr.button-hint-ok	Okay	Okay
tut.fr.button-hint-skip	Nicht wieder anzeigen	Don't show again
tut.fr.header	Lektion {num}: {title}  <color=#aaaaaa>({i}/{n})</color>	Lesson {num}: {title}  <color=#aaaaaa>({i}/{n})</color>
tut.fr.missiondone.m	Eine deiner Tutorialmissionen ist zu Ende!\n\nBesuche deinen Onkel {fr} für weitere Einzelheiten. Sieh dir die Missionsliste auf der linken Seite an für weitere Einzelheiten.	One of your tutorial missions just finished!\n\nVisit your uncle {fr} for more details. See the missions list on the left for more details.
tut.fr.missiondone.f	Eine deiner Tutorialmissionen ist zu Ende!\n\nBesuche deine Tante {fr} für weitere Einzelheiten. Sieh dir die Missionsliste auf der linken Seite an für weitere Einzelheiten.	One of your tutorial missions just finished!\n\nVisit your aunt {fr} for more details. See the missions list on the left for more details.
tut.lesson-1.title	Sieh dich um	Look Around
tut.lesson-1.1.m	"<i>{fr} kommt auf dich zu, als du aus dem Zug steigst.</i>\n{name}, mein lieber Neffe! Es ist so gut, dich zu sehen. Wie gefällt dir die Gegend hier? Sicher, sieht nicht nach viel aus, aber es gehört uns.\nIch führe dich rum!"	"<i>{fr} approaches you as you get off the train.</i>\n{name}, my dear nephew! It's so good to see you. How do you like our neighborhood? Sure, it may not look like much, but it's ours.\nLet me show you around!"
tut.lesson-1.1.f	"<i>{fr} kommt auf dich zu, als du aus dem Zug steigst.</i>\n{name}, meine liebe Nichte! Es ist so gut, dich zu sehen. Wie gefällt dir die Gegend hier? Sicher, sieht nicht nach viel aus, aber es gehört uns.\nIch führe dich rum!"	"<i>{fr} approaches you as you get off the train.</i>\n{name}, my dear niece! It's so good to see you. How do you like our neighborhood? Sure, it may not look like much, but it's ours.\nLet me show you around!"
tut.lesson-1.2	"Zuerst musst du lernen, dich umzusehen!\nDrücke die Tasten <b>W, A, S und D</b>, um dich umzuschauen. Du kannst auch mit der <sprite name=""tut mouse left""> <b>linken Maustaste</b> klicken und ziehen."	"The first thing to learn is looking around!\nPress <b>W, A, S, and D</b> keys to look around. You can also click and drag with the <sprite name=""tut mouse left""> <b>left mouse button.</b>"
tut.lesson-1.3	"Zum Raus- und Reinzoomen verwende die Tasten <b>F und R</b> oder nutze das <sprite name=""tut mouse middle""> <b>Mausrad</b>. Versuche es."	"Now to zoom in and out, use <b>F and R</b> keys, or use the <sprite name=""tut mouse middle""> <b>mouse wheel</b>. Try it now."
tut.lesson-1.4	"Um die Karte zu drehen, nutze die Tasten <b>Q und E</b> oder klicke und ziehe mit der <sprite name=""tut mouse middle""> <b>mittleren Maustaste</b>."	"Finally to rotate the map, use they keys <b>Q and E</b>, or click and drag with the <sprite name=""tut mouse middle""> <b>middle mouse button</b>."
tut.lesson-1.5	"Mit der <sprite name=""tut mouse right""> <b>rechten Maustaste</b> und der <b>ESC</b>-Taste kannst du außerdem Dialoge und Pop-up-Fenster schließen (mit Ausnahme dieses Dialogfensters)."	"And by the way, the <sprite name=""tut mouse right""> <b>right mouse button</b>, and the <b>ESC</b> key, can be used to close dialogs and popup windows (except for this dialog window)."
tut.lesson-2.title	Wer bist du?	Who Are You?
tut.lesson-2.1	"Dieser blaue Marker stellt <b>dich</b> auf der Karte dar. Er folgt auch deinem Auto, wenn du herumfährst.\nKlicke darauf, um ihn auszuwählen."	"This blue marker represents <b>you</b> on the game map, and it will follow your car as you drive around.\nClick on it to select it."
tut.lesson-2.2	"Siehst du die helle, orangefarbene Säule über deinem Marker? Dies zeigt dir, dass du gerade <b>ausgewählt</b> bist, um verschiedene Aktionen auszuführen."	"Do you see the bright, orange column of light above your marker? That shows you that you're currently <b>selected</b> to perform various actions."
tut.lesson-2.3	Du kannst alle Informationen über die ausgewählte Person auf der rechten Seite der Benutzeroberfläche sehen.\nSchauen wir uns alles der Reihe nach an.	You can see all the information about the selected person on the right side of the UI.\nLet's examine it in order.
tut.lesson-2.4	"Zuerst siehst du das Foto der Person, das auch auf dem Marker zu sehen ist. So kann man leicht erkennen, wer wer ist."	"First is the person's mugshot, same as on the marker, so it's easy to identify who's who."
tut.lesson-2.5	"Danach folgt das Fahrzeug, das die Person fährt, sofern sie einem zugewiesen sind."	"Second is the vehicle they're driving, assuming they're assigned to one."
tut.lesson-2.6	"Direkt daneben stehen deine <sprite name=""ui action pts""> Aktionspunkte, die festlegen, wie viel du innerhalb einer Runde tun kannst, und …"	"Right next to that are your <sprite name=""ui action pts""> action points, which determine how much you can do per turn, and..."
tut.lesson-2.7	"… deine <sprite name=""ui movement pts""> Bewegungspunkte, die festlegen, wie weit du pro Runde fahren kannst.\nDu verbrauchst diese Punkte, während du herumfährst und Dinge erledigst."	"... and <sprite name=""ui movement pts""> movement points, which determine how far you can drive per turn.\nYou use those up, as you drive around and get things done."
tut.lesson-2.8	"Wenn diese Person einem Fahrzeug zugewiesen ist, siehst du das Inventar direkt darunter."	"If this person is assigned to a car, you will see its inventory right below."
tut.lesson-2.9	"Direkt unter dem Portrait der Person siehst du ihre Eigenschaften und die bisherige Erfahrung.\nWenn du mit der Maus über eines dieser Elemente fährst, siehst du weitere Details. Na los, probiere es aus!"	"Meanwhile, right below the person's portrait, you can see their traits and details of their past experience.\nMoving your mouse over any of these elements will reveal more details. Go ahead, try it!"
tut.lesson-2.10	"Um schließlich eine Person auszuwählen, gibt es drei Möglichkeiten: Du kannst auf den Marker der Person klicken (über dem Fahrzeug) oder auf die Crew-Karte (oben rechts im Bildschirm) oder die Taste <b>1</b> drücken, um das erste Crew-Mitglied auszuwählen.\nEinmaliges Drücken einer Zifferntaste wählt das Crew-Mitglied aus, während ein schneller Doppeldruck auch die Kamera dorthin schwenken lässt.\nProbiere es aus! Drücke die Taste <b>1</b> oder nutze eine der anderen Methoden."	"Finally, to select somebody, you have three options: you can click on their marker (above the car), or click on their crew card (in the upper right corner of your screen), or press the number <b>1</b> key to select the first crew member.\nPressing a number key once will select the crew member, while a quick double-press will also pan the camera over.\nTry it out now! Press the number <b>1</b> key, or use either of the other methods."
tut.lesson-3.title	"Autos, Geld und mehr"	"Cars, Cash, and More"
tut.lesson-3.1	Sehen wir uns mal dein Geld und die Fahrzeuge an.	Now let's look at your cash and vehicles.
tut.lesson-3.2	"Hier oben siehst du dein <b>Geld</b>. Dies ist die Gesamtsumme, die in all deinen Gebäuden und Fahrzeugen gelagert ist.\nBewege die Maus darüber, um zu sehen, wie viel an welchem Ort liegt – und auch, wie viel du in der letzten Runde erhalten oder verloren hast."	"Up here you can see your <b>cash.</b> This is the total stored in all your buildings and vehicles.\nMove your mouse over it, to see how much you have in which location - and also, how much you've gained or lost last turn."
tut.lesson-3.3	"Als Nächstes kommen deine <b>Fahrzeuge</b>: <sprite name=""ui car""> PKWs und <sprite name=""ui truck""> LKWs. Daneben steht jeweils die Anzahl der Fahrzeuge in deinem Besitz und die maximal mögliche Anzahl, die du besitzen kannst.\nDu brauchst Parkplätze oder Werkstätten, um die maximale Anzahl zu erhöhen."	"Next are your <b>vehicles</b>: <sprite name=""ui car""> cars and <sprite name=""ui truck""> trucks. Next to each you have the number owned, and the max number you can handle at the moment.\nYou will need parking spaces or repair shops to increase the max number."
tut.lesson-3.4	"Zur Linken siehst du deine <b>Ecken</b> und die <b>Crew-Größe.</b> Im Moment besteht deine Crew nur aus dir.\nDu wirst mehr Leute anstellen können, sobald du dein Territorium ein wenig ausgeweitet hast.\nFahre mit der Maus darüber, um mehr zu erfahren."	"And to the left of that are your <b>corners</b> and <b>crew size.</b> Right now your crew is just you, by yourself.\nYou will be able to hire more people once you expand your territory a bit.\nMouse over it to see more details."
tut.lesson-3.5	Die Schaltflächen ganz links zeigen verschiedene Overlays und Informationsdialoge an. Dazu kommen wir später.	These buttons on the far left show a variety of overlays and informational dialogs. We'll come back to them later.
tut.lesson-3.6	Oben rechts siehst du das aktuelle Datum. Heute ist der {date}.\nDies ist ein rundenbasiertes Spiel und jede Runde dauert {days} Tage.	"Now if you look in the upper right, you will see the current date. Today is {date}.\nThis is a turn-based game, and each turn lasts {days} days."
tut.lesson-3.7	"Wenn du keine <sprite name=""ui action pts""> Aktionspunkte oder <sprite name=""ui movement pts""> Bewegungspunkte mehr hast, drücke die Schaltfläche <b>„Nächste Runde“</b>, um in die nächste Runde zu gelangen.\nProbiere es aus und dann machen wir weiter."	"If you ever run out of <sprite name=""ui action pts""> action points or <sprite name=""ui movement pts""> movement points, press the <b>'Next Turn'</b> button to advance to the next turn.\nGo ahead, press it now, and we'll continue once you've done that."
tut.lesson-3.8	"Wie du siehst, ist das Datum auf den {date} vorgerückt.\nIn jeder Runde werden auch all deine <sprite name=""ui action pts""> Aktionspunkte und <sprite name=""ui movement pts""> Bewegungspunkte wieder aufgefüllt."	"As you can see, the date advanced to {date}.\nOn each turn, all of your <sprite name=""ui action pts""> action points and <sprite name=""ui movement pts""> movement points get refilled as well."
tut.lesson-4.title	Der Unterschlupf	The Safehouse
tut.lesson-4.1	"Dieses Gebäude hier ist dein <b>Unterschlupf</b>. Sehen wir uns darin mal um.\nKlicke auf den Marker, um den Infodialog des Gebäudes zu öffnen."	Now this building here is going to be your <b>safehouse.</b> Let's take a look inside.\nClick on the marker to open the building info dialog.
tut.lesson-4.2.m	"Von außen sieht dies wie ein normales Geschäft aus, das von mir, deinem Onkel {fr} betrieben wird.\nAber im Inneren gibt es viel Lagerraum und Platz, um <b>einen neuen Betrieb zu errichten</b>."	"From the outside this looks like a regular business, operated by myself, your uncle {fr}.\nBut inside there's plenty of storage, and room to <b>start a new operation</b>."
tut.lesson-4.2.f	"Von außen sieht dies wie ein normales Geschäft aus, das von mir, deiner Tante {fr} betrieben wird.\nAber im Inneren gibt es viel Lagerraum und Platz, um <b>einen neuen Betrieb zu errichten</b>."	"From the outside this looks like a regular business, operated by myself, your aunt {fr}.\nBut inside there's plenty of storage, and room to <b>start a new operation</b>."
tut.lesson-4.3	Sehen wir uns alles der Reihe nach an. Klicke zuerst auf diesen <b>Geschäftsreiter</b>.\nDas ist ein blauer Reiter an der Seite des Dialogfensters.	"Let's look at this in order. First, click on this <b>business tab.</b>\nIt's a blue tab on the side of the dialog window."
tut.lesson-4.4	"Dies ist das legale Geschäft, das ich leite. Es ist eine gute Tarnung für jede Art von Betrieb, die du hier aufbauen willst."	This is the legitimate business that I've been running. It will provide good cover for whatever operation you'll want to set up.
tut.lesson-4.5	Nun klicke auf den <b>Lagerreiter</b>.	Now click on the <b>storage tab.</b>
tut.lesson-4.6	"Dieser Bereich zeigt dir, was im Keller gelagert wird. Hier gibt es eine Menge Alkohol aus der Zeit vor der Prohibition!\nDen werden wir gleich gut gebrauchen können."	"This panel shows what's stored in the basement. There's a lot of booze here, dating from before Prohibition!\nWe'll make good use of it in a bit."
tut.lesson-4.7	Nun klicke auf den <b>Hinterzimmerreiter</b>.	Now click on the <b>back room tab.</b>
tut.lesson-4.8	"Dieser Bereich zeigt an, was sich im hinteren Teil des Gebäudes befindet.\nIm Augenblick gibt es hier nichts, doch du könntest einen neuen Betrieb errichten."	"This panel shows what's set up in the back of the building.\nRight now it's empty, but you could start a new operation."
tut.lesson-4.9	Nun klicke auf den <b>Eckenreiter</b>.	Now click on the <b>corner tab.</b>
tut.lesson-4.10	"Dieser Dialog zeigt Informationen über die <b>Ecke</b>, an der wir uns befinden.\nEine Ecke ist die Grundeinheit eines Territoriums – jedes Gebäude gehört zu einer Ecke, und Ecken können zum Territorium einer Person gehören."	"This dialog shows information about the <b>corner</b> we're on.\nA corner is the basic unit of territory - every building belongs to some corner or another, and corners may belong to someone's territory."
tut.lesson-4.11	"Dies sind die Geschäfte an dieser Ecke.\nWenn du dich an einer Ecke befindest, kannst du alle Geschäfte dort besuchen."	"These are the businesses at this corner.\nWhenever you're at some corner, you can visit all the businesses there."
tut.lesson-4.12	"Hier siehst du deine <b>Respektstufe</b> an dieser Ecke und den Respekt anderer Leute, die hier bekannt sind.\nDa du eine sehr hohe Respektstufe besitzt (da ich den Leuten von dir erzählt habe), ist diese Ecke nun Teil deines Territoriums."	"This shows your <b>respect level</b> at this corner, and the respect of other people who are known around here.\nBecause you have very high respect level (thanks to me telling people about you), this corner became part of your territory."
tut.lesson-4.13	Dies hier ist die <b>Gefahrenstufe</b> an dieser Ecke. Fahre mit der Maus darüber für weitere Details.\nIllegale Aktivitäten erhöhen die Gefahrenstufe und dies wiederum erregt die Aufmerksamkeit der Polizei.	"Conversely, this is the <b>heat level</b> at this corner. Mouse over it to get more details.\nIllegal activity generates heat, and heat attracts police attention."
tut.lesson-4.14	"Und wo wir gerade dabei sind – hier sind die Informationen über das <b>Polizeirevier</b>, in dem wir uns aktuell befinden. Fahre mit der Maus darüber für weitere Details.\nIm Augenblick ist alles ruhig. Und das ist gut fürs Geschäft."	"Speaking of the devil, here is information about the <b>police precinct</b> we're in. Mouse over it to get more details.\nSo far, it's been quiet. And quiet is good for business."
tut.lesson-4.15	"Okay, schließe dieses Fenster und gehe zurück zu deinem Unterschlupf."	"Ok, let's close this now and get back to our safehouse."
tut.lesson-4.16	Klicke nun auf den Reiter mit meinem Portrait.	Now click on the tab with my portrait.
tut.lesson-4.17.m	"Das bin ich, dein lieber Onkel {fr}. Ich habe deinen Eltern gesagt, dass ich dich aufnehme und dir bei deiner Ankunft in der Stadt helfe."	"This is me, your dear uncle {fr}. I told your parents I'll take you in and help you get started in the city."
tut.lesson-4.17.f	"Das bin ich, deine liebe Tante {fr}. Ich habe deinen Eltern gesagt, dass ich dich aufnehme und dir hier in der Stadt helfe."	"This is me, your dear aunt {fr}. I told your parents I'll take you in and help you get started in the city."
tut.lesson-4.18	Schließe nun diesen Dialog.	Close this dialog for now.
tut.lesson-4.19	Jetzt habe ich so viel geredet. Lass uns einen Spaziergang machen.	I've been beating my gums for a while now. Let's go for a walk instead.
tut.lesson-5.title	Einen Besuch abstatten	Paying a Visit
tut.lesson-5.1	"Siehst du dieses Geschäft hier? Es befindet sich an derselben Ecke wie wir. Statten wir ihnen einen Besuch ab.\nKlicke auf den Marker, um den Geschäftsinhaber zu besuchen."	See this business here? It's on the same corner as we are. Let's pay them a visit.\nClick on the marker to visit the owner.
tut.lesson-5.2	"Wir besuchen nun {name}, Geschäftsinhaber von {bizname}.\nBevor wir mit dieser Person reden, sollten wir erst einmal mehr über sie herausfinden."	"We are now visiting {name}, who runs {bizname}.\nWe'll go have a chat in one second, but first let's find out more about them."
tut.lesson-5.3	"Fahre mit der Maus über das Portrait und du wirst eine Menge nützlicher Details zu dieser Person sehen.\nEigenschaften und Temperament sind nützliche Informationen, die sich auf den Umgang mit dieser Person auswirken. Auch die Ethnizität ist wichtig, da Menschen mit derselben ethnischen Zugehörigkeit dir gegenüber freundlicher sein werden."	"Move your mouse over the portrait, and you will get a variety of useful details about them.\nTheir traits and temperament are useful to know, they will impact your dealings with them. Ethnicity is also important, as people of the same ethnicity as you will be more friendly towards you."
tut.lesson-5.4	"Diese Anzeige verdeutlicht, wie eine Person über dich denkt. Fahre mit der Maus darüber für weitere Details."	"This meter shows how they feel about you. Mouse over it, to get more details."
tut.lesson-5.5	"Diese Person schuldet dir außerdem ein oder zwei <b>Gefallen</b>! Die kannst du später einfordern – aber wähle sorgfältig, die bekommst du nicht oft."	"This person also owes you a <b>favor</b> or two! You will be able to spend them later - but choose carefully, they don't come often."
tut.lesson-5.6	"Schauen wir mal hier rüber. So kannst du ein freundliches Gespräch mit dieser Person beginnen.\nWas sie sagt, siehst du auf der linken Seite, und wir können unsere Antwort auf der rechten Seite wählen."	"Now let's look over here. This is how we can strike up a friendly conversation with this person.\nYou can see what they're saying on the left, and we can choose our response on the right."
tut.lesson-5.7	"Na los, wähle die erste Option, um über Kauf und Verkauf zu sprechen."	"Go ahead, select the first option to ask about buying and selling."
tut.lesson-5.8	"Wenn du etwas kaufen oder verkaufen willst, würdest du so vorgehen.\nAber wir sollten uns noch etwas anderes ansehen."	"If you wanted to buy or sell something, this is how you'd go about it.\nBut there's another thing we should check out."
tut.lesson-5.9	"Mal sehen, wen diese Person alles kennt. Klicke auf die Verbindungen-Schaltfläche, die oben links hervorgehoben ist."	"Let's see who they know. Click on that connections button, highlighted in the upper left part of your screen."
tut.lesson-5.10	"Dieser Dialog zeigt noch viele weitere Details über diese Person, wie persönliche Informationen und vor allem alle uns bekannten Verbindungen – die vorerst noch begrenzt sind."	"This dialog displays many more details about this person, including personal info and, most importantly, all the connections we know about - which are limited for the time being."
tut.lesson-5.11	"Verbindungen sind wichtig für dich.\nWenn du heutzutage Alkohol kaufen oder verkaufen willst, musst du Leute kennen, die dich mögen. Und dir vertrauen."	"Connections are going to be crucial for you.\nIf you're trying to buy or sell any alcohol these days, you gotta know folks who like you, and who trust you."
tut.lesson-5.12	"Du musst lernen, diese Verbindungen zu nutzen, um das zu bekommen, was du brauchst. Aber dazu später mehr.\nSchließe jetzt diesen Dialog."	"You'll need to learn how to work those connections to get what you need. But, that's for later.\nFor now, close this dialog."
tut.lesson-5.13	Wie wäre es mit einem Kulissenwechsel? Lass uns eine Runde drehen. Du fährst.	How about a change of scenery? Let's go for a ride. You drive.
tut.lesson-6.title	Herumfahren	Driving Around
tut.lesson-6.1	"Hier ist ein weiteres Geschäft in der Nähe. Es ist nur eine Ecke entfernt.\nKlicke auf den Marker und schau mal, was passiert."	Here's another nearby business. This one is one corner away.\nClick on its marker and let's see what happens.
tut.lesson-6.2	"Wie du sehen kannst, werden einige Informationen angezeigt, aber wir sind zu weit weg für einen Besuch.\nDu musst dorthin fahren, um mit dem Geschäftsinhaber zu sprechen."	"As you can see, some information is displayed, but we're too far to visit.\nYou will need to drive over there to actually talk to the business owner."
tut.lesson-6.3	"Das wird dir oft passieren: Um Dinge zu erledigen, müssen du oder einer deiner Leute tatsächlich an einen Ort gehen und mit jemandem sprechen."	"This is something you will run into often: in order to get things done, you or one of your people need to actually physically go there and talk to somebody."
tut.lesson-6.4	"Fahren wir also dorthin. Klicke auf deinen Marker, um dich selbst als aktives Crew-Mitglied auszuwählen."	So let's drive there. Click on your marker to select yourself as the active crew member.
tut.lesson-6.5	"Nun klicke mit der <b>rechten Maustaste</b> auf den Standort, der diesem Geschäft am nächsten liegt."	And now <b>right-click</b> on the location closest to that business.
tut.lesson-6.6	"Falls du nicht an den richtigen Ort gefahren bist, ist das kein Problem. Stelle einfach sicher, dass du ausgewählt bist, dann klicke mit der rechten Maustaste auf den Standort, zu dem du fahren willst."	"If you didn't drive to the right place, that's okay. Just make sure you're selected, and then right-click on the location you want to drive to."
tut.lesson-6.7	"Du siehst, dass die Marker über den Geschäften ihre Farbe verändern, während du fährst.\nDie Geschäfte, die sich an derselben Ecke befinden wie du, werden grün – du kannst sie besuchen.\nGeschäfte, die zu weit entfernt sind, sind dunkelgrau."	"You can see that markers on businesses change color as you drive.\nThe businesses on the same corner as you turn green, to indicate that you can visit them.\nConversely, the businesses that are too far are dark gray."
tut.lesson-6.8	"Da das ja alles ganz prima klappt, habe ich nun eine Aufgabe für dich allein!"	"Seeing as this is all copacetic, I have a task for you to try on your own!"
tut.lesson-6.9.m	"Fahre herum, bis du deinen Cousin {name} findest. Er betreibt {bizname} in der Nähe. Er kann sich um einen Teil des illegalen Inventars kümmern, das wir im Keller gelagert haben.\nIch werde dir nicht sagen, wo sich {bizname} befindet – das ist deine erste Aufgabe. Aber es ist in der Nähe."	Drive around until you find your cousin {name}. He runs {bizname} nearby. He'll be able to liquidate some of the illegal inventory we've got stashed in the basement.\nI won't tell you where {bizname} is located - that's your first task. But it's near here.
tut.lesson-6.9.f	"Fahre herum, bis du deine Cousine {name} findest. Sie betreibt {bizname} in der Nähe. Sie kann sich um einen Teil des illegalen Inventars kümmern, das wir im Keller gelagert haben.\nIch werde dir nicht sagen, wo sich {bizname} befindet – das ist deine erste Aufgabe. Aber es ist in der Nähe."	Drive around until you find your cousin {name}. She runs {bizname} nearby. She'll be able to liquidate some of the illegal inventory we've got stashed in the basement.\nI won't tell you where {bizname} is located - that's your first task. But it's near here.
tut.lesson-6.10.m	"Finde ihn und statte ihm einen Besuch ab. Ich lasse dich nun allein.\nUnd vergiss nicht, wenn du keine Bewegungspunkte mehr hast. klicke einfach auf <b>„Nächste Runde“</b>."	"Find him and pay him a visit. I'll leave you alone for now.\nAnd remember, if you ever run out of movement points, just hit the <b>'Next Turn'</b> button."
tut.lesson-6.10.f	"Finde sie und statte ihr einen Besuch ab. Ich lasse dich nun allein.\nUnd vergiss nicht, wenn du keine Bewegungspunkte mehr hast. klicke einfach auf <b>„Nächste Runde“</b>."	"Find her and pay her a visit. I'll leave you alone for now.\nAnd remember, if you ever run out of movement points, just hit the <b>'Next Turn'</b> button."
tut.lesson-6.11	"<i>(Wartet darauf, dass du {name} bei {bizname} findest. Fahre dorthin und beginne ein Gespräch.)</i>"	"<i>(Waiting for you to find {name} at {bizname}. Drive there, and start a conversation.)</i>"
tut.lesson-7.title	Kauf und Verkauf	Buying and Selling
tut.lesson-7.1.m	"Super, du hast deinen Cousin {name} gefunden! Nun frage ihn nach Kauf und Verkauf."	"Great, you found your cousin {name}! Now ask him about buying and selling."
tut.lesson-7.1.f	"Super, du hast deine Cousine {name} gefunden! Nun frage sie nach Kauf und Verkauf."	"Great, you found your cousin {name}! Now ask her about buying and selling."
tut.lesson-7.2.m	"Offenbar kannst du ihm etwas <sprite name=""res home-brew"" tint> Heimbräu verkaufen, den wir gebunkert haben."	"Looks like you can sell him some of the <sprite name=""res home-brew"" tint> homemade beer we've got stashed away."
tut.lesson-7.2.f	"Offenbar kannst du ihr etwas <sprite name=""res home-brew"" tint> Heimbräu verkaufen, den wir gebunkert haben."	"Looks like you can sell her some of the <sprite name=""res home-brew"" tint> homemade beer we've got stashed away."
tut.lesson-7.3	Du hast aber nichts im Auto. Wir müssen also mit der Ware zurückkommen.\nSchließe nun diesen Dialog.	But you don't have any in your car. So we'll need to come back with the goods.\nClose this dialog for now.
tut.lesson-7.4	Fahre zurück zum Unterschlupf und dann laden wir etwas Heimbräu ein.	"Drive back to the safehouse, and let's pick up some homebrew."
tut.lesson-7.5	"<i>(Wartet darauf, dass du zum Unterschlupf zurückfährst.)</i>"	<i>(Waiting for you to drive back to the safehouse.)</i>
tut.lesson-7.6	Öffne nun den Unterschlupf-Dialog und wechsle zum Reiter Lagerung.	"Now open the safehouse dialog, and switch to the storage tab."
tut.lesson-7.7	"<i>(Wartet darauf, dass du dir den Bereich Lagerung ansiehst.)</i>"	<i>(Waiting for you to view the storage panel.)</i>
tut.lesson-7.8	"Der Inhalt des Lagerraums befindest sich links, der Kofferraum deines Fahrzeugs rechts. Klicke nun im Lagerraum auf <sprite name=""res home-brew"" tint> Heimbräu, bis du 20 Töpfe in dein Fahrzeug geladen hast."	"The store room contents are on the left, and your car's trunk is on the right. Now click on <sprite name=""res home-brew"" tint> homemade beer in the store room, until you've loaded up 20 crocks into your car."
tut.lesson-7.9	"Gut, das wars. Schließe den Dialog."	"Good, we're done here. Close the dialog."
tut.lesson-7.10.m	"Und nun gehe wieder zu {name} und verkaufe ihm, so viel <sprite name=""res home-brew"" tint> Heimbräu, wie er dir abnehmen will. Ich lasse dich in Ruhe, bis du fertig bist."	"And now go back to {name}, and sell him as much <sprite name=""res home-brew"" tint> homemade beer as he's willing to take. I'll leave you alone until you're done."
tut.lesson-7.10.f	"Und nun gehe wieder zu {name} und verkaufe ihr, so viel <sprite name=""res home-brew"" tint> Heimbräu, wie sie dir abnehmen will. Ich lasse dich in Ruhe, bis du fertig bist."	"And now go back to {name}, and sell her as much <sprite name=""res home-brew"" tint> homemade beer as she's willing to take. I'll leave you alone until you're done."
tut.lesson-7.11	"<i>(Wartet darauf, dass du <sprite name=""res home-brew"" tint> Heimbräu an {name} verkaufst.)</i>"	"<i>(Waiting until you sold some <sprite name=""res home-brew"" tint> homemade beer to {name}.)</i>"
tut.lesson-8.title	Nützliche Freunde	Useful Friends
tut.lesson-8.1.m	"Reden wir nun über Beziehungen und Vorstellungen. In dieser Stadt musst du Leute kennen, um etwas zu erreichen!\nBesuche deinen Cousin {name} und beginne ein Gespräch."	Now let's talk about relationships and introductions. In this town you really gotta know people in order to get things done!\nGo visit your cousin {name} and start a conversation with him.
tut.lesson-8.1.f	"Reden wir nun über Beziehungen und Vorstellungen. In dieser Stadt musst du Leute kennen, um etwas zu erreichen!\nBesuche deine Cousine {name} und beginne ein Gespräch."	Now let's talk about relationships and introductions. In this town you really gotta know people in order to get things done!\nGo visit your cousin {name} and start a conversation with her.
tut.lesson-8.2	"Oben links siehst du, dass sich deine Beziehung mit {name} sehr verbessert hat.\nGeschäfte mit Leuten verbessern Beziehungen, ganz besonders, wenn es sich um illegale Geschäfte handelt."	"If you look in the upper left, you'll see that your relationship with {name} improved a lot.\nDoing business with people improves relationships, and especially if the business is of the illegal kind."
