Key	Russian	English
info.arrests.name	Аресты	Arrests
info.arrests.desc	"Преступная деятельность порой приводит к арестам.\n\nЕсли уровень <sprite name=""ui heat""> <link=""heat"">опасности</link> повысился и <sprite name=""police station""> <link=""police"">полиция</link> заинтересовалась этим <sprite name=""ui corner""> <link=""corner"">районом</link>, то ваших <sprite name=""ui crew list""> <link=""crew"">подручных</link> могут арестовать. При этом их ход в данном районе завершается. Если такое произойдёт, полицейский конфискует все наличные и груз в <link=""vehicles"">машине</link>.\n\nЕсли вы находитесь в зоне <sprite name=""ui map police""> <link=""precincts"">участка</link> с подкупленным вами полицейским, то арестов не будет при любом уровне опасности. Но за пределами вашей <sprite name=""ui pip territory expand""> <link=""territory"">территории</link> <link=""businesses"">предприятия</link> не смогут вести с вами дел, пока полиция не покинет район."	"Sometimes committing a crime will result in a an arrest.\n\nIf the <sprite name=""ui heat""> <link=""heat"">heat</link> is high and it has cause the <sprite name=""police station""> <link=""police"">police</link> to descend on a <sprite name=""ui corner""> <link=""corner"">corner</link>, they may arrest any of your <sprite name=""ui crew list""> <link=""crew"">crew members</link> that end their turn on that corner. If that happens, the officer will confiscate all of the cash and cargo that might be in that <link=""vehicles"">vehicle</link>.\n\nIf you're currently in a <sprite name=""ui map police""> <link=""precincts"">precinct</link> where the cop has been paid off by your outfit, then they'll just pretend that they did see anytihng and no arrest will result regardless of the heat value. However, outside of your <sprite name=""ui pip territory expand""> <link=""territory"">territory</link>, they will still prevent nearby <link=""businesses"">businesses</link> from conducting any deals utnil the police move one."
info.rivals.name	Враждебные группировки	Rival Outfits
info.rivals.desc	"В городе становится тесновато.\n\nКак оказалось, мысль заняться подпольной торговлей во время сухого закона пришла в голову не только вам. Преступность в городе представлена в основном <sprite name=""ui goon defiant""> <link=""goons"">мелкими бандами хулиганов</link>, но есть и несколько группировок, способных составить вам конкуренцию. Некоторые их них не обращают на вас внимания. Другие видят в вас угрозу. Да вы и сами готовы стать для них угрозой.\n\nОткрытая <sprite name=""ui ai aggro""> <link=""hostility"">война</link> плохо отражается на бизнесе, но иногда она неизбежна. Вы — главарь группировки, и только вам решать, кого из конкурентов следует избегать, а кого — ставить на место."	"This town might not be big enough for everyone.\n\nTurns out that making a go of it on the black market during Prohibition wasn't a terribly uncommon idea. While most of the criminal activity in the city is limited to some <sprite name=""ui goon defiant""> <link=""goons"">small time corner hooligans</link>, there are a few other outfits in town that could rival yours. As you run into them, they may decide to ignore you. They may decide that your a threat. Or you may decide to make yourself into a threat.\n\nOpen <sprite name=""ui ai aggro""> <link=""hostility"">conflict</link> is bad for business, but sometimes it can't be avoided. It's up to you as the outfit boss to decide what can be avoided and what must be faced head-on when it comes to your rivals."
info.hostility.icon	"<sprite name=""ui ai aggro"">"	"<sprite name=""ui ai aggro"">"
info.hostility.name	Вражда и конфликты	Hostility & Conflict
info.hostility.desc	"Кое-кто иногда решает перейти от тихого недовольства к активным действиям.\n\n<sprite name=""ui goon defiant""> <link=""goons"">Местные хулиганы</link> или <link=""rivals"">соперничающая группировка</link> могут объявить вам войну по самым разным причинам.\n\nВ случае с хулиганами это означает, что они будут нападать на ваших подручных, если те приблизятся к контролируемому ими <sprite name=""ui corner""> <link=""corners"">району</link>, и могут гнаться за вашими людьми по территории нескольких соседних районов. Если у вас была договорённость о ведении дел с <link=""businesses"">предприятиями</link> в их районе, эта договорённость аннулируется; соглашение о ненападении на местных торговцев — тоже. \n\nПричины конфликта с местными хулиганами могут быть разными. Например, вы проводите слишком много времени в их районе, или совершаете враждебные действия в отношении их родственников, или первыми напали на них. Кроме того, некоторые хулиганы просто не любят чужаков и автоматически становятся врагами вашей группировки. Но это пройдёт со временем, когда они к вам привыкнут.\n\nЕсли враждебность к вам проявляет соперничающая группировка, то в её распоряжении имеется широкий спектр действий. Ваши конкуренты могут собраться и группой <sprite name=""ui combat""> напасть на одного из ваших подручных. Если они вооружены, это может для него плохо закончиться — вплоть до <sprite name=""ui dead crew""> смертельного исхода.\n\nОни могут «надавить» на ваше <sprite name=""ui pip territory expand""> <link=""fronts"">подставное предприятие</link> и заставить владельца <sprite name=""ui player lost front""> закрыть лавочку.\n\n<sprite name=""ui pip social expansion""> <link=""controlled-buildings"">Здания под вашим контролем</link> могут быть <sprite name=""ui ai building attack""> атакованы и повреждены, в результате чего производство остановится, пока вы их не отремонтируете.\n\nКонкуренты могут <sprite name=""ui corner raided""> совершать налёты на районы рядом с вашей группировкой, чтобы предприятия временно прекратили торговать с вами, а также чтобы посеять недовольство вашей группировкой.\n\nВ любом случае уровень <sprite name=""ui heat""> <link=""heat"">опасности</link> значительно возрастёт, и это привлечёт внимание <sprite name=""police station""> <link=""police"">местных полицейских</link>.\n\nВсё это может вам очень дорого обойтись и существенно осложнить жизнь вашей группировке. В случае с хулиганами можно просто потребовать, чтобы они прекратили безобразничать. Если у вас больше людей и оружия, чем у них, то они, скорее всего, успокоятся.\n\nВ случае с соперничающими группировками вам придётся договориться о <sprite name=""ui truce started""> <link=""truce"">перемирии</link>, чтобы на время прекратить враждебные действия. "	"When others decide that their dislike for your outfit requires action.\n\nThere could be many reasons that a <sprite name=""ui goon defiant""> <link=""goons"">local hooligan</link> or <link=""rivals"">rival outfit</link> has decided to escalate things from mutual distrust into open conflict.\n\nFor local hooligans, this means that they'll attack your crew members if they get too close to their controlled <sprite name=""ui corner""> <link=""corners"">corner</link> and they may chase after your crew members for a few corners. If you previously had a deal with them to transact commerce with <link=""businesses"">businesses</link> on their corner, that arrangement will end as will any deal that was made where they agreed to stop bothering local merchants. \n\nSome triggers for conflict with local hooligans include spending too much time on their corner, doing something hostile to one of their family members, or attacking them directly. Also, some local hooligans are just touchy about newcomers and may be immediately hostile toward your outfit. But that will eventually pass as they become accustomed to your presence.\n\nWhen a rival outfit is hostile toward you, they have a whole range of options. They will sometimes gather their crew and target one of your crew members for <sprite name=""ui combat""> attack. If they're well-armed, that could be quite unfortunate for that crew member and at worst could result in their <sprite name=""ui dead crew""> death.\n\nThey may target your <sprite name=""ui pip territory expand""> <link=""fronts"">fronts</link> and convince the business owner that it's best that they <sprite name=""ui player lost front""> close down the front.\n\nYour <sprite name=""ui pip social expansion""> <link=""controlled-buildings"">controlled buildings</link> will be vulnerable to <sprite name=""ui ai building attack""> attack and damage, leaving them unable to function until repaired.\n\nThey may start <sprite name=""ui corner raided""> raiding corners near your outfit, causing the businesses there to stop buying and selling with you for a time and causing some social unpleasantness as they report the negative results of being associated with your outfit.\n\nIn either case, you should expect a lot of <sprite name=""ui heat""> <link=""heat"">heat</link> and the resulting increase in attention from the <sprite name=""police station""> <link=""police"">local cops</link>.\n\nThis can all get very expensive and make your outfit's existence even more precarious. For local hooligans, you can simply demand that they stop. If your outfit has more manpower and weaponry than they do, they're likely to slink back to their corner and leave you alone.\n\nFor rival outfits, you need to go ask them for a <sprite name=""ui truce started""> <link=""truce"">truce</link> which will put a pause on hostility for a while. "
info.truce.icon	"<sprite name=""ui truce started"">"	"<sprite name=""ui truce started"">"
info.truce.name	Перемирие	Truces
info.truce.desc	"Иногда война необходима. Иногда она вредит бизнесу.\n\nЕсли вы <sprite name=""ui ai aggro""> <link=""hostility"">враждуете</link> с <link=""rivals"">соперничающей группировкой</link>, то вы можете предложить заключить перемирие (они тоже могут вам его предложить). Если перемирие предложите вы, то ваши враги, скорее всего, потребуют за это денег.\n\nЕсли же предложение встретиться на нейтральной территории исходит от ваших конкурентов — значит, у них что-то пошло не так. В этом случае деньги за прекращение неприятностей получите вы.\n\nС момента заключения перемирия и до его окончания соперничающая группировка не будет предпринимать никаких враждебных действий против вас. Если же вы решите нарушить перемирие, то будьте готовы к немедленному продолжению активных военных действий."	"Sometimes conflict is necessary. Sometimes it's just bad for business.\n\nIf you're engaged in <sprite name=""ui ai aggro""> <link=""hostility"">hostilities</link> with a <link=""rivals"">rival outfit</link>, you can request a truce from them or they may request one from you. If you request it, it's likely that the other outfit will want you to pay for it, so they'll demand some amount of cash to cease hostilities.\n\nIf, however, the rival outfit approaches you and asks you to meet one of their crew on neutral ground, that means that they've decided the current conflict is not going their way. In this case, your outfit will be the ones receiving the cash to end the unpleasantness.\n\nOnce a truce has commenced, the rival outfit will cease all provocative action for the duration of the truce. If, however, you decide to take hostile action against a rival with whom you have a truce, you should expect a full and immediate resumption of hostile action."
info.relationships.icon	"<sprite name=""ui pip social"">"	"<sprite name=""ui pip social"">"
info.relationships.name	Отношения и доверие	Relationships & Trust
info.relationships.desc	"В криминальном мире вашего города крайне важно знать, кто есть кто и на кого можно положиться.\n\nВаши отношения складываются из истории общения с другими людьми. На отношения влияют как дружественные действия (скидка на товар, выполнение заданий и т. д.), так и враждебные — например, требование <sprite name=""ui tribute""> <link=""protection"">платы за защиту</link> или неспособность защитить предприятие от <sprite name=""ui goon defiant""> <link=""goons"">местных хулиганов</link>.\n\nНа отношения влияют и личные качества — например, принадлежность к одной и той же <sprite name=""ui ethnicity general""> <link=""ethnicity"">этнической группе</link> повышает уровень доверия. Но ваши партнёры могут оказаться недоверчивыми по характеру, и тогда завоевать их доверие будет сложнее.\n\nВсе ваши действия становятся достоянием общественности. Если вы выполнили чьё-то задание, то ваши отношения со всей семьёй этого человека улучшатся. А если вы побили кому-то стёкла в окнах, то пострадавший расскажет всем, что вам доверять нельзя, и отношение к вам ухудшится.\n\nПри достижении определённого уровня доверия человек будет готов обсудить с вами незаконные сделки. При ещё более высоком уровне доверия вам могут предложить <sprite name=""ui tickets""> <link=""favors"">услуги</link>: знакомство с людьми, навыки и другие полезные вещи.\n\nИмейте в виду: все ваши дела — и добрые, и злые — не останутся незамеченными."	"In the city's underworld, who you know and who to trust are critically important to your outfit's success.\n\nYour relationship score summarizes your history with another person. It is influenced by direct positive interactions like cutting someone a break on prices or completing a mission for them. Or those direct interactions can be negative like demanding that they pay you <sprite name=""ui tribute""> <link=""protection"">protection money</link> or failing to help them keep a <sprite name=""ui goon defiant""> <link=""goons"">hostile local hooligan</link> from vandalizing their business.\n\nRelationships can also be influenced by personality features - like if you're both the same <sprite name=""ui ethnicity general""> <link=""ethnicity"">ethnicity</link>, that will result in a higher relationship score and greater trust. On the other hand, they could be cautious by nature and that would lead them to trust you less right away.\n\nBut consequences also spread socially. If you help someone by completing a mission, that results in a positive relationship boost with their entire family. Likewise, if you break someone's windows, they're likely to inform everyone they know that you're not to be trusted, so expect negative relationship impacts.\n\nOnce someone trusts you enough, they will reveal what illegal activities they might want to discuss with you. If they trust you considerably, they will offer you <sprite name=""ui tickets""> <link=""favors"">favors</link> such as introductions, skills and lots of other extremely helpful benefits.\n\nSo keep in mind, your actions, both positive and negative resonate socially."
info.missions.icon	"<sprite name=""ui quests"">"	"<sprite name=""ui quests"">"
info.missions.name	Задания	Missions
info.missions.desc	"Владельцы предприятий иногда предлагают вам помощь или же обращаются за помощью к вам.\n\nКатаясь по городу на автомобиле, вы можете заметить <sprite name=""ui pip quest available""> указатель на то, что <link=""businesses"">предприниматель</link> желает с вами поговорить. Ваша группировка растёт и развивается в разных направлениях, и те, кто ведёт с вами дела, тоже не хотят оставаться в стороне. У них могут появиться интересные предложения. Эти люди, например, могут повысить производительность вашего производства, обучить вас новому <sprite name=""ui skills""> <link=""skills"">навыку</link>, обнаружить новые <link=""resources"">ресурсы</link>, достать оружие или <link=""vehicles"">транспорт</link>, предложить <sprite name=""ui tickets""> <link=""favors"">услуги</link> или каким-либо иным образом содействовать вашим претензиям на роль главного криминального босса.\n\nОдни задания нужно выполнить к определённой дате, у других ограничений по времени нет — вы можете их выполнить, когда будете готовы. \n\nПо мере расширения вашей <sprite name=""ui pip territory expand""> <link=""territory"">территории</link> и роста <sprite name=""ui crew list""> <link=""crew"">группировки</link> увеличивается и число одновременно доступных вам заданий. Новые задания вам будут предлагать лишь в том случае, если вы можете принять их, поэтому, выполнив задание, внимательно смотрите по сторонам — вам могут предложить ещё одно.\n\nПусть ваша группировка постоянно ищет доступные задания — они могут сослужить вам хорошую службу. Помогите кому-нибудь — и слава о ваших добрых делах расширит ваши возможности. Но если же вы пообещали кому-нибудь помочь и не сдержали слово, то в определённых кругах вас будут считать ненадёжным человеком."	"Business owners will sometimes have some ideas to help you out, need help themselves or have a request for you.\n\nWhile driving around the city, you may see an <sprite name=""ui pip quest available""> indication that a <link=""businesses"">business owner</link> might want to have a word with you. As your organization grows and expands in different directions, the people in the city with whom you regularly transact commerce will keep up with your outfit's comings and goings. As such, they may sometimes have opportunities to present to you. These could increase your productivity, they might result in learning about a new <sprite name=""ui skills""> <link=""skills"">skill</link>, discovering a previously unknown <link=""resources"">resources</link>, gaining weaponry or <link=""vehicles"">vehicles</link>, adding <sprite name=""ui tickets""> <link=""favors"">favors</link> or otherwise materially advancing your efforts to conquer the city's crime landscape.\n\nSometimes the requirements of these missions may need to be fulfilled by a specific date, but sometimes they're more open-ended and can be completed when your outfit is ready. \n\nAs your <sprite name=""ui pip territory expand""> <link=""territory"">territory</link> and <sprite name=""ui crew list""> <link=""crew"">crew</link> grow, so will the number of missions that you're able to have concurrently active. Citizens will only offer you new missions if you're able to accept them, so once one is completed, look around the city to see if any new ones have popped up.\n\nKeep your crew on the lookout for new missions—they can be useful opportunities. If you help someone out, they'll tell others about your stand-up actions which could further broaden your opportunities. Likewise, if you agree to help and go back on your word, you may become known as untrustworthy in certain circles."
info.vehicles.name	Транспорт	Vehicles
info.vehicles.desc	"В суете большого города 20-х годов без автомобиля не обойтись. Вам всё время нужно перевозить людей и грузы из точки А в точку Б. А также в точки В, Г и т. д.\n\nАвтомобили бывают двух видов: <sprite name=""ui car""> пассажирские и <sprite name=""ui truck""> грузовые. Пассажирские доступнее и проще в обслуживании. Они достаточно дёшевы, их можно найти в автосалонах, на свалках и в гаражах по всему городу. Грузовые автомобили требуют определённого <sprite name=""ui skills""> <link=""skills"">навыка</link> и специализированной инфраструктуры.\n\nЧтобы увеличить максимально доступное вам количество автомобилей, возьмите под контроль новое <sprite name=""ui pip social expansion""> <link=""buildings"">здание</link>, постройте гараж на заднем дворе контролируемого здания или помогите <link=""businesses"">предпринимателям</link> в выполнении определённых <sprite name=""ui quests""> <link=""missions"">заданий</link>.\n\nОт езды по городу автомобили постепенно изнашиваются, поэтому ищите гаражи и другие предприятия по ремонту автотранспорта или создавайте собственную инфраструктуру."	"In the bustling urban jungle these booming 1920s cities, a vehicle is necessary to move your crew and your goods from point A to point B. And C. And D...\n\nVehicles come in two broad categories - <sprite name=""ui car""> passenger vehicles and <sprite name=""ui truck""> delivery vehicles. Passenger vehicles are easier to come by and maintain. They're cheap and readily available from dealers, junkyards and garages around town. Delivery vehicles require some <sprite name=""ui skills""> <link=""skills"">skill</link> to properly operate and some more dedicated infrastructure.\n\nYou can increase your capacity for vehicles by gaining control of <sprite name=""ui pip social expansion""> <link=""buildings"">a new building</link>, building a garage of your own in the back of a controlled building or as a reward for helping some <link=""businesses"">business owners</link> who have given you <sprite name=""ui quests""> <link=""missions"">missions</link> to complete.\n\nAs you drive around the city, your vehicles will slowly wear down, so be on the lookout for garages or other businesses who can repair them or build your own vehicle infrastructure."
tut.newgame.firstname	Джон	John
tut.newgame.lastname	Смит	Smith
tut.newgamepopup.text1	Вот вы и добрались до большого города: <b>{cityname}</b>.	You finally arrive in the big city: <b>{cityname}.</b>
tut.newgamepopup.text2	"1920 год. Начало «позолоченного века» в США. Экономический расцвет сопровождается социальной напряжённостью. Общенациональный запрет на алкоголь поставил вне закона производство, продажу и перевозку спиртных напитков на всей территории страны. Граждане — как коренные жители, так и иммигранты, — не поддерживающие борьбу за трезвость, рассматривают эту кампанию как нарушение своих прав. Разумеется, никто не воспринял сухой закон всерьёз. В этом городе на каждом углу идёт бойкая торговля алкоголем, повсюду появились подпольные бары, а с полицией очень легко договориться."	"The year is 1920, dawn of the Gilded Age. The country is prosperous but divided. The National Prohibition Act just made it illegal to sell, manufacture, or transport alcoholic beverages anywhere in the country. The law is seen as an attack on city residents and immigrants who don't support the temperance movement. Naturally, nobody in the city takes this law seriously: illegal speakeasies and alcohol operations are popping up all over, and police is easily persuaded to look the other way."
tut.newgamepopup.text3.m	"Вы прибыли в большой и пёстрый город с несколькими долларами и письмом от родственников в кармане. Здесь живёт ваш дядюшка <b>{name}</b>, вы пока поселитесь у него. Ваш дядя владеет небольшим предприятием. Он расскажет вам, что к чему."	"You arrive into this melting pot with a few dollars in your pocket and a family connection. You're staying with your uncle, <b>{name}.</b> He has a small business in the city, and he's going to show you the ropes."
tut.newgamepopup.text3.f	"Вы прибыли в большой и пёстрый город с несколькими долларами и письмом от родственников в кармане. Здесь живёт ваша тётушка <b>{name}</b>, вы пока поселитесь у неё. Ваша тётя владеет небольшим предприятием. Она возьмёт вас под свою опеку."	"You arrive into this melting pot with a few dollars in your pocket and a family connection. You're staying with your aunt, <b>{name}.</b> She has a small business in the city, and she's going to take you under her wing."
tut.newgamepopup.text4	"Но вы не хотите работать в лавке. У вас в голове зреют грандиозные планы, а вокруг так много возможностей для предприимчивых людей, готовых пойти на риск."	"But you don't want to run the family store. You dream about making it big, and this situation is full of opportunities for someone like you: someone who's not afraid to take risks."
tut.newgamepopup.text5	"Выйдя из вагона и увидев этот человеческий муравейник с небоскрёбами, вы сразу поняли: здесь можно провернуть большие и славные дела."	"As you get off the train, and take in the sights of skyscrapers and endless crowds, you already know: this is the beginning of something great."
tut.fr.button-continue	Продолжить	Continue
tut.fr.button-waiting	Ожидание…	Waiting...
tut.fr.button-understood	Ясно	Understood
tut.fr.button-agreed	Договорились	Agreed
tut.fr.button-skip	Пропустить урок	Skip this lesson
tut.fr.button-hint-ok	Да	Okay
tut.fr.button-hint-skip	Больше не показывать	Don't show again
tut.fr.header	Урок {num}: {title}  <color=#aaaaaa>({i}/{n})</color>	Lesson {num}: {title}  <color=#aaaaaa>({i}/{n})</color>
tut.fr.missiondone.m	"Завершено одно из обучающих заданий.\n\nВаш дядя {fr} ждёт вас, зайдите к нему, чтобы узнать подробности. Подробное описание заданий приведено в списке с левой стороны."	One of your tutorial missions just finished!\n\nVisit your uncle {fr} for more details. See the missions list on the left for more details.
tut.fr.missiondone.f	"Завершено одно из обучающих заданий.\n\nВаша тётушка {fr} ждёт вас, зайдите к ней, чтобы узнать подробности. Подробное описание заданий приведено в списке с левой стороны."	One of your tutorial missions just finished!\n\nVisit your aunt {fr} for more details. See the missions list on the left for more details.
tut.lesson-1.title	Осмотрись вокруг	Look Around
tut.lesson-1.1.m	"<i>Вы сошли с поезда, и к вам подходит {fr}.</i>\nЗдравствуй, {name}, дорогой племянник! С приездом! Как тебе наш район? Да, ничего особенного, но это наш дом.\nНу, пойдём на экскурсию."	"<i>{fr} approaches you as you get off the train.</i>\n{name}, my dear nephew! It's so good to see you. How do you like our neighborhood? Sure, it may not look like much, but it's ours.\nLet me show you around!"
tut.lesson-1.1.f	"<i>Вы сошли с поезда, и к вам подходит {fr}.</i>\nЗдравствуй, {name}, дорогая племянница! С приездом! Как тебе наш район? Да, ничего особенного, но это наш дом.\nНу, пойдём на экскурсию."	"<i>{fr} approaches you as you get off the train.</i>\n{name}, my dear niece! It's so good to see you. How do you like our neighborhood? Sure, it may not look like much, but it's ours.\nLet me show you around!"
tut.lesson-1.2	"Первым делом нужно осмотреться на новом месте.\nЧтобы смотреть по сторонам, используй кнопки <b>W, A, S и D</b>. Ещё можно двигать курсор с зажатой <sprite name=""tut mouse left""> <b>левой кнопкой мыши</b>."	"The first thing to learn is looking around!\nPress <b>W, A, S, and D</b> keys to look around. You can also click and drag with the <sprite name=""tut mouse left""> <b>left mouse button.</b>"
tut.lesson-1.3	"Чтобы изменить масштаб, используй кнопки <b>F и R</b> или <sprite name=""tut mouse middle""> <b>колёсико мыши</b>. Попробуй."	"Now to zoom in and out, use <b>F and R</b> keys, or use the <sprite name=""tut mouse middle""> <b>mouse wheel</b>. Try it now."
tut.lesson-1.4	"Поворачивать карту можно при помощи кнопок <b>Q и E</b>. Или просто двигай курсор с зажатой <sprite name=""tut mouse middle""> <b>средней кнопкой мыши</b>."	"Finally to rotate the map, use they keys <b>Q and E</b>, or click and drag with the <sprite name=""tut mouse middle""> <b>middle mouse button</b>."
tut.lesson-1.5	"Кстати, <sprite name=""tut mouse right""> <b>правая кнопка мыши</b> и кнопка <b>ESC</b> служат для закрытия окон подсказок и диалогов (кроме этого окна)."	"And by the way, the <sprite name=""tut mouse right""> <b>right mouse button</b>, and the <b>ESC</b> key, can be used to close dialogs and popup windows (except for this dialog window)."
tut.lesson-2.title	Кто ты?	Who Are You?
tut.lesson-2.1	"Синий значок на карте игры обозначает <b>тебя</b>. Когда ты ездишь по городу, он перемещается вслед за твоей машиной.\nНажми на него."	"This blue marker represents <b>you</b> on the game map, and it will follow your car as you drive around.\nClick on it to select it."
tut.lesson-2.2	"Видишь ярко-оранжевый столб света над своим значком? Это означает, что ты <b>выбран(-а)</b> и можешь выполнять различные действия."	"Do you see the bright, orange column of light above your marker? That shows you that you're currently <b>selected</b> to perform various actions."
tut.lesson-2.3	В правой части интерфейса приведена полная информация о выбранном персонаже.\nДавай рассмотрим всё по порядку.	You can see all the information about the selected person on the right side of the UI.\nLet's examine it in order.
tut.lesson-2.4	"Во-первых, здесь есть фото персонажа — то же, что и на значке, чтобы знать, кто есть кто."	"First is the person's mugshot, same as on the marker, so it's easy to identify who's who."
tut.lesson-2.5	"Во-вторых, здесь указана его машина — если он назначен на машину."	"Second is the vehicle they're driving, assuming they're assigned to one."
tut.lesson-2.6	"Тут же показаны <sprite name=""ui action pts""> очки действия. От них зависит, что ты успеешь сделать за один ход…"	"Right next to that are your <sprite name=""ui action pts""> action points, which determine how much you can do per turn, and..."
tut.lesson-2.7	"А также <sprite name=""ui movement pts""> очки перемещения. От них зависит, как далеко ты можешь уехать за ход.\nЭти очки расходуются, когда ты ездишь по городу и занимаешься делами."	"... and <sprite name=""ui movement pts""> movement points, which determine how far you can drive per turn.\nYou use those up, as you drive around and get things done."
tut.lesson-2.8	"Если персонаж назначен на машину, то ниже будет показан его инвентарь."	"If this person is assigned to a car, you will see its inventory right below."
tut.lesson-2.9	"Прямо под изображением персонажа указаны его особенности и факты из биографии.\nТы можешь навести на них курсор, чтобы узнать подробности. Ну, попробуй!"	"Meanwhile, right below the person's portrait, you can see their traits and details of their past experience.\nMoving your mouse over any of these elements will reveal more details. Go ahead, try it!"
tut.lesson-2.10	"Выбрать персонажа можно одним из трёх способов: нажать на его значок (над машиной), нажать на карточку члена группировки (в правом верхнем углу экрана) или нажать кнопку <b>«1»</b>, чтобы выбрать первого члена группировки.\nНажав на кнопку один раз, ты выберешь члена группировки, а при быстром двойном нажатии ещё и наведёшь камеру на него.\nПопробуй. Нажми <b>«1»</b> или используй любой другой способ."	"Finally, to select somebody, you have three options: you can click on their marker (above the car), or click on their crew card (in the upper right corner of your screen), or press the number <b>1</b> key to select the first crew member.\nPressing a number key once will select the crew member, while a quick double-press will also pan the camera over.\nTry it out now! Press the number <b>1</b> key, or use either of the other methods."
tut.lesson-3.title	"Деньги, машины и прочее"	"Cars, Cash, and More"
tut.lesson-3.1	Теперь займёмся твоими деньгами и машинами.	Now let's look at your cash and vehicles.
tut.lesson-3.2	"Вот тут, сверху, показаны твои <b>наличные</b>. Эта общая сумма всех денег в твоих зданиях и машинах.\nПри наведении курсора ты увидишь, где и сколько денег у тебя хранится, а также доходы или убытки на предыдущем ходу."	"Up here you can see your <b>cash.</b> This is the total stored in all your buildings and vehicles.\nMove your mouse over it, to see how much you have in which location - and also, how much you've gained or lost last turn."
tut.lesson-3.3	"Рядом — твои <b>автомобили</b>: <sprite name=""ui car""> легковые и <sprite name=""ui truck""> грузовые. Рядом с каждым типом машин указано, сколько их у тебя и максимально доступное тебе количество.\nЧтобы повысить лимит, нужны места для стоянки и автомастерские."	"Next are your <b>vehicles</b>: <sprite name=""ui car""> cars and <sprite name=""ui truck""> trucks. Next to each you have the number owned, and the max number you can handle at the moment.\nYou will need parking spaces or repair shops to increase the max number."
tut.lesson-3.4	"Слева указаны размер твоей <b>группировки</b> и твои <b>районы</b>. Сейчас твоя группировка состоит из одного человека — тебя.\nРасширив свою территорию, ты сможешь нанять больше людей.\nНаведи курсор, чтобы увидеть подробную информацию."	"And to the left of that are your <b>corners</b> and <b>crew size.</b> Right now your crew is just you, by yourself.\nYou will be able to hire more people once you expand your territory a bit.\nMouse over it to see more details."
tut.lesson-3.5	Эти кнопки у левого края включают разные режимы карты и информационные диалоги. К ним мы вернёмся позже.	These buttons on the far left show a variety of overlays and informational dialogs. We'll come back to them later.
tut.lesson-3.6	"Если ты посмотришь в правый верхний угол, то увидишь текущую дату. Сегодня {date}.\nЭто пошаговая игра, и каждый ход состоит из {days} дней."	"Now if you look in the upper right, you will see the current date. Today is {date}.\nThis is a turn-based game, and each turn lasts {days} days."
tut.lesson-3.7	"Если у тебя закончились очки <sprite name=""ui action pts""> действия или <sprite name=""ui movement pts""> перемещения, нажми кнопку <b>«След. ход»</b>.\nДавай, нажимай. Потом продолжим наши занятия."	"If you ever run out of <sprite name=""ui action pts""> action points or <sprite name=""ui movement pts""> movement points, press the <b>'Next Turn'</b> button to advance to the next turn.\nGo ahead, press it now, and we'll continue once you've done that."
tut.lesson-3.8	"Как видишь, дата изменилась на {date}.\nВ начале каждого хода запас очков <sprite name=""ui action pts""> действия и <sprite name=""ui movement pts""> перемещения восполняется."	"As you can see, the date advanced to {date}.\nOn each turn, all of your <sprite name=""ui action pts""> action points and <sprite name=""ui movement pts""> movement points get refilled as well."
tut.lesson-4.title	Убежище	The Safehouse
tut.lesson-4.1	"Вот это здание станет твоим <b>убежищем</b>. Давай посмотрим, что в нём есть.\nНажми на значок, чтобы открыть информационный диалог здания."	Now this building here is going to be your <b>safehouse.</b> Let's take a look inside.\nClick on the marker to open the building info dialog.
tut.lesson-4.2.m	"Снаружи это обычная лавка, которой управляю я, твой дядя {fr}.\nА внутри — раздолье для <b>начала новой деятельности</b>."	"From the outside this looks like a regular business, operated by myself, your uncle {fr}.\nBut inside there's plenty of storage, and room to <b>start a new operation</b>."
tut.lesson-4.2.f	"Снаружи это обычная лавка, которой управляю я, твоя тётя {fr}.\nА внутри — раздолье для <b>начала новой деятельности</b>."	"From the outside this looks like a regular business, operated by myself, your aunt {fr}.\nBut inside there's plenty of storage, and room to <b>start a new operation</b>."
tut.lesson-4.3	Давай по порядку. Сначала нажми на <b>вкладку «Предприятие»</b>.\nЭто синяя вкладка сбоку от окна диалога	"Let's look at this in order. First, click on this <b>business tab.</b>\nIt's a blue tab on the side of the dialog window."
