Key	French	English
info.relationships.icon	"<sprite name=""ui pip social"">"	"<sprite name=""ui pip social"">"
info.relationships.name	Relations et confiance	Relationships & Trust
info.relationships.desc	"Dans les bas-fonds de la ville, les personnes que vous connaissez et celles en qui vous avez confiance jouent un rôle crucial dans la réussite de votre organisation.\n\nVotre score de relation témoigne de l’histoire que vous avez en commun avec une personne. Il est influencé par des interactions positives directes, comme proposer un rabais ou s’acquitter d’une mission pour quelqu’un. Certaines interactions peuvent être négatives, comme exiger de recevoir de l’<sprite name=""ui tribute""> <link=""protection"">argent de protection</link> ou laisser de <sprite name=""ui goon defiant""> <link=""goons"">violentes canailles</link> vandaliser le commerce de l’un de vos contacts.\n\nVos relations peuvent également être influencées par des traits de caractère, si vous êtes par exemple de la même <sprite name=""ui ethnicity general""> <link=""ethnicity"">ethnicité</link> que votre contact, votre score de relation sera plus élevé, tout comme son niveau de confiance.\n\nLes conséquences se répercutent également dans le domaine social. Si vous aidez quelqu’un à remplir une mission, le boost de relation dont vous bénéficierez alors s’appliquera à l’ensemble de sa famille.\n\nUne fois qu’une personne vous fait suffisamment confiance, elle vous révélera les activités illégales dont elle aimerait discuter avec vous. Si la confiance qu’elle vous porte est sans faille, elle vous fera des <sprite name=""ui tickets""> <link=""favors"">faveurs</link> sous la forme de mises en relation, de compétences et de bien d’autres précieux avantages.\n\nAlors n’oubliez pas : vos actions, bonnes comme mauvaises, auront des conséquences d’un point de vue social."	"In the city's underworld, who you know and who to trust are critically important to your outfit's success.\n\nYour relationship score summarizes your history with another person. It is influenced by direct positive interactions like cutting someone a break on prices or completing a mission for them. Or those direct interactions can be negative like demanding that they pay you <sprite name=""ui tribute""> <link=""protection"">protection money</link> or failing to help them keep a <sprite name=""ui goon defiant""> <link=""goons"">hostile local hooligan</link> from vandalizing their business.\n\nRelationships can also be influenced by personality features - like if you're both the same <sprite name=""ui ethnicity general""> <link=""ethnicity"">ethnicity</link>, that will result in a higher relationship score and greater trust. On the other hand, they could be cautious by nature and that would lead them to trust you less right away.\n\nBut consequences also spread socially. If you help someone by completing a mission, that results in a positive relationship boost with their entire family. Likewise, if you break someone's windows, they're likely to inform everyone they know that you're not to be trusted, so expect negative relationship impacts.\n\nOnce someone trusts you enough, they will reveal what illegal activities they might want to discuss with you. If they trust you considerably, they will offer you <sprite name=""ui tickets""> <link=""favors"">favors</link> such as introductions, skills and lots of other extremely helpful benefits.\n\nSo keep in mind, your actions, both positive and negative resonate socially."
info.missions.icon	"<sprite name=""ui quests"">"	"<sprite name=""ui quests"">"
info.missions.name	Missions	Missions
info.missions.desc	"Les commerçants auront parfois des idées pour vous aider, mais ils auront aussi parfois besoin d’aide eux-mêmes, ou une requête à vous adresser.\n\nLorsque vous roulez en ville, il se peut que vous remarquiez <sprite name=""ui pip quest available""> un signe indiquant qu’un <link=""businesses"">commerçant</link> aimerait vous parler. À mesure que votre organisation grandit et élargit son territoire dans plusieurs directions, les habitants de la ville avec qui vous faites régulièrement affaire garderont un œil sur vos déplacements. Par conséquent, ils vous feront parfois part de certaines opportunités. Ces dernières pourraient augmenter votre productivité, déboucher sur l’apprentissage d’une nouvelle<sprite name=""ui skills""> <link=""skills"">compétence</link>, vous faire découvrir de nouvelles <link=""resources"">ressources</link>, vous octroyer de nouvelles armes, <link=""vehicles"">véhicules</link> ou <sprite name=""ui tickets""> <link=""favors"">faveurs</link>,ou encore vous donner des moyens supplémentaires de vous hisser à la tête du crime organisé de votre ville.\n\nParfois, vous devrez remplir les conditions de ces missions avant une certaine date, mais vous pourrez également en remplir d’autres, plus étalées dans le temps, quand votre organisation se sentira d’attaque. \n\nPlus votre <sprite name=""ui pip territory expand""> <link=""territory"">territoire</link> et votre <sprite name=""ui crew list""> <link=""crew"">bande</link> grandiront, et plus le nombre de missions pouvant être actives en même temps sera élevé.\n\nVeillez à ce que votre bande reste à l’affût de nouvelles missions : celles-ci représentent parfois des occasions en or. Si vous aidez quelqu’un, cette personne ira vanter vos mérites, ce qui pourrait vous donner accès à de nouvelles opportunités. De la même façon, si vous acceptez d’offrir votre aide et revenez sur votre parole, certains cercles vous verront alors comme peu digne de confiance."	"Business owners will sometimes have some ideas to help you out, need help themselves or have a request for you.\n\nWhile driving around the city, you may see an <sprite name=""ui pip quest available""> indication that a <link=""businesses"">business owner</link> might want to have a word with you. As your organization grows and expands in different directions, the people in the city with whom you regularly transact commerce will keep up with your outfit's comings and goings. As such, they may sometimes have opportunities to present to you. These could increase your productivity, they might result in learning about a new <sprite name=""ui skills""> <link=""skills"">skill</link>, discovering a previously unknown <link=""resources"">resources</link>, gaining weaponry or <link=""vehicles"">vehicles</link>, adding <sprite name=""ui tickets""> <link=""favors"">favors</link> or otherwise materially advancing your efforts to conquer the city's crime landscape.\n\nSometimes the requirements of these missions may need to be fulfilled by a specific date, but sometimes they're more open-ended and can be completed when your outfit is ready. \n\nAs your <sprite name=""ui pip territory expand""> <link=""territory"">territory</link> and <sprite name=""ui crew list""> <link=""crew"">crew</link> grow, so will the number of missions that you're able to have concurrently active. Citizens will only offer you new missions if you're able to accept them, so once one is completed, look around the city to see if any new ones have popped up.\n\nKeep your crew on the lookout for new missions—they can be useful opportunities. If you help someone out, they'll tell others about your stand-up actions which could further broaden your opportunities. Likewise, if you agree to help and go back on your word, you may become known as untrustworthy in certain circles."
info.vehicles.name	Véhicules	Vehicles
info.vehicles.desc	"Dans la jungle urbaine tumultueuse que forment les villes en pleine expansion des années 20, il est indispensable de posséder un véhicule pour pouvoir déplacer votre bande et votre marchandise d’un point A à un point B. Et C. Et D...\n\nIl existe deux grandes catégories de véhicules :<sprite name=""ui car""> les véhicules personnels et les <sprite name=""ui truck""> véhicules de livraison. Les véhicules personnels sont faciles à trouver et à entretenir. Ils sont bon marché et peuvent être facilement obtenus chez un concessionnaire, à un dépôt de ferraille, ou dans un garage de la ville. Les véhicules de livraison demandent quelques <sprite name=""ui skills""> <link=""skills"">compétences</link> pour fonctionner correctement, ainsi qu’une infrastructure un peu plus sophistiquée.\n\nVous pouvez augmenter le nombre de véhicules que vous pouvez posséder en contrôlant <sprite name=""ui pip social expansion""> <link=""buildings"">un nouveau bâtiment</link>, en construisant votre propre garage à l’arrière d’un bâtiment que vous contrôlez, ou en recevant une récompense après avoir aidé des <link=""businesses"">commerçants</link> vous ayant confié des <sprite name=""ui quests""> <link=""missions"">missions</link>.\n\nVos véhicules s’usent lentement lorsque vous roulez en ville, alors veillez à repérer les garages et autres commerces à même de les réparer, ou bâtissez votre propre infrastructure."	"In the bustling urban jungle these booming 1920s cities, a vehicle is necessary to move your crew and your goods from point A to point B. And C. And D...\n\nVehicles come in two broad categories - <sprite name=""ui car""> passenger vehicles and <sprite name=""ui truck""> delivery vehicles. Passenger vehicles are easier to come by and maintain. They're cheap and readily available from dealers, junkyards and garages around town. Delivery vehicles require some <sprite name=""ui skills""> <link=""skills"">skill</link> to properly operate and some more dedicated infrastructure.\n\nYou can increase your capacity for vehicles by gaining control of <sprite name=""ui pip social expansion""> <link=""buildings"">a new building</link>, building a garage of your own in the back of a controlled building or as a reward for helping some <link=""businesses"">business owners</link> who have given you <sprite name=""ui quests""> <link=""missions"">missions</link> to complete.\n\nAs you drive around the city, your vehicles will slowly wear down, so be on the lookout for garages or other businesses who can repair them or build your own vehicle infrastructure."
tut.newgame.firstname	John	John
tut.newgame.lastname	Smith	Smith
tut.newgamepopup.text1	"Vous voilà enfin arrivé dans une ville, une vraie : <b>{cityname}.</b>"	You finally arrive in the big city: <b>{cityname}.</b>
tut.newgamepopup.text2	"Nous sommes en 1920, l’aube de l’Âge d’or. Ce pays est un pays prospère, mais divisé. Le National Prohibition Act vient tout juste d’interdire la vente, la production et la distribution d’alcool partout dans le pays. Cette loi est vue comme une attaque envers les habitants et les immigrants qui ne soutiennent pas le mouvement de tempérance. Bien évidemment, personne dans cette ville ne prend cette loi au sérieux :  les speakeasies et autres opérations clandestines fleurissent à tous les coins de rue, et le silence des forces de l’ordre peut être aisément acheté."	"The year is 1920, dawn of the Gilded Age. The country is prosperous but divided. The National Prohibition Act just made it illegal to sell, manufacture, or transport alcoholic beverages anywhere in the country. The law is seen as an attack on city residents and immigrants who don't support the temperance movement. Naturally, nobody in the city takes this law seriously: illegal speakeasies and alcohol operations are popping up all over, and police is easily persuaded to look the other way."
tut.newgamepopup.text3.m	"Vous débarquez dans ce melting pot avec pour seuls compagnons une poignée de dollars et un lien de parenté. Votre oncle, <b>{name}, vous accueille chez lui.</b> Il possède un petit commerce en ville et compte bien vous enseigner les ficelles du métier."	"You arrive into this melting pot with a few dollars in your pocket and a family connection. You're staying with your uncle, <b>{name}.</b> He has a small business in the city, and he's going to show you the ropes."
tut.newgamepopup.text3.f	"Vous débarquez dans ce melting pot avec pour seuls compagnons une poignée de dollars et un lien de parenté. Votre tante, <b>{name}, vous accueille chez elle.</b> Elle possède un petit commerce en ville et compte bien vous prendre sous son aile."	"You arrive into this melting pot with a few dollars in your pocket and a family connection. You're staying with your aunt, <b>{name}.</b> She has a small business in the city, and she's going to take you under her wing."
tut.newgamepopup.text4	"Mais vous ne voulez pas gérer la boutique familiale. Vous avez de plus grandes ambitions, et la situation dans laquelle vous vous trouvez regorge d’opportunités pour quelqu’un comme vous, quelqu’un qui n’a pas peur de prendre des risques."	"But you don't want to run the family store. You dream about making it big, and this situation is full of opportunities for someone like you: someone who's not afraid to take risks."
tut.newgamepopup.text5	"Alors que vous descendez du train et contemplez les gratte-ciels et l’immense foule qui vous entoure, une évidence s’impose soudain à vous : quelque chose d’incroyable est sur le point de commencer."	"As you get off the train, and take in the sights of skyscrapers and endless crowds, you already know: this is the beginning of something great."
tut.fr.button-continue	Continuer	Continue
tut.fr.button-waiting	En attente...	Waiting...
tut.fr.button-understood	Compris	Understood
tut.fr.button-agreed	D’accord	Agreed
tut.fr.button-skip	Sauter cette leçon	Skip this lesson
tut.fr.button-hint-ok	Entendu	Okay
tut.fr.button-hint-skip	Ne plus afficher	Don't show again
tut.fr.header	Leçon {num} : {title}  <color=#aaaaaa>({i}/{n})</color>	Lesson {num}: {title}  <color=#aaaaaa>({i}/{n})</color>
tut.fr.missiondone.m	Vous avez terminé l’une des missions du tutoriel !\n\nAllez rendez visite à votre oncle {fr} pour en savoir plus. Consultez la liste de missions située sur la gauche pour plus d’informations.	One of your tutorial missions just finished!\n\nVisit your uncle {fr} for more details. See the missions list on the left for more details.
tut.fr.missiondone.f	Vous avez terminé l’une des missions du tutoriel !\n\nAllez rendez visite à votre tante {fr} pour en savoir plus. Consultez la liste de missions située sur la gauche pour plus d’informations.	One of your tutorial missions just finished!\n\nVisit your aunt {fr} for more details. See the missions list on the left for more details.
tut.lesson-1.title	Examinez les environs	Look Around
tut.lesson-1.1.m	"<i>{fr} s’approche de vous alors que vous descendez du train.</i>\n{name}, mon neveu adoré ! Comme c’est bon de te voir. Que dis-tu de notre quartier ? Il ne paye peut-être pas de mine, mais c’est le nôtre.\nJe vais te faire faire le tour du pâté de maisons !"	"<i>{fr} approaches you as you get off the train.</i>\n{name}, my dear nephew! It's so good to see you. How do you like our neighborhood? Sure, it may not look like much, but it's ours.\nLet me show you around!"
tut.lesson-1.1.f	"<i>{fr} s’approche de vous alors que vous descendez du train.</i>\n{name}, mon neveu adoré ! Comme c’est bon de te voir. Que dis-tu de notre quartier ? Il ne paye peut-être pas de mine, mais c’est le nôtre.\nJe vais te faire faire le tour du pâté de maisons !"	"<i>{fr} approaches you as you get off the train.</i>\n{name}, my dear niece! It's so good to see you. How do you like our neighborhood? Sure, it may not look like much, but it's ours.\nLet me show you around!"
tut.lesson-1.2	"Pour commencer, tu vas devoir apprendre à regarder autour de toi !\nAppuie sur les touches <b>Z, Q, S, et D</b> pour examiner les environs. Tu peux aussi faire un <sprite name=""tut mouse left""> <b>clic gauche</b> et déplacer ta souris."	"The first thing to learn is looking around!\nPress <b>W, A, S, and D</b> keys to look around. You can also click and drag with the <sprite name=""tut mouse left""> <b>left mouse button.</b>"
tut.lesson-1.3	"Maintenant, utilise les touches <b>F et R</b> pour zoomer et dézoomer, ou sers-toi de la <sprite name=""tut mouse middle""> <b>molette</b>. Vas-y, essaie."	"Now to zoom in and out, use <b>F and R</b> keys, or use the <sprite name=""tut mouse middle""> <b>mouse wheel</b>. Try it now."
tut.lesson-1.4	"Enfin, utilise les touches <b>A et E</b> pour faire tourner la carte, ou clique sur le <sprite name=""tut mouse middle""> <b>bouton du milieu de la souris</b> et déplace-la."	"Finally to rotate the map, use they keys <b>Q and E</b>, or click and drag with the <sprite name=""tut mouse middle""> <b>middle mouse button</b>."
tut.lesson-1.5	"Au fait, tu peux aussi utiliser le <sprite name=""tut mouse right""> <b>bouton droit de la souris</b> et la touche <b>ESC</b> pour fermer les fenêtres de dialogue et les pop-ups (sauf cette fenêtre de dialogue)."	"And by the way, the <sprite name=""tut mouse right""> <b>right mouse button</b>, and the <b>ESC</b> key, can be used to close dialogs and popup windows (except for this dialog window)."
tut.lesson-2.title	Qui êtes vous ?	Who Are You?
tut.lesson-2.1	Cette balise bleue indique <b>ta position</b> sur la carte et suivra ta voiture lorsque tu roules en ville.\nClique dessus pour la sélectionner.	"This blue marker represents <b>you</b> on the game map, and it will follow your car as you drive around.\nClick on it to select it."
tut.lesson-2.2	Tu vois cette colonne orange lumineuse au-dessus de ta balise ? Ça veut dire que tu es <b>actif</b> et que tu peux réaliser différentes actions.	"Do you see the bright, orange column of light above your marker? That shows you that you're currently <b>selected</b> to perform various actions."
tut.lesson-2.3	Tu peux consulter toutes les informations relatives à la personne sélectionnée dans la partie droite de l’interface.\nRegardons ça de plus près.	You can see all the information about the selected person on the right side of the UI.\nLet's examine it in order.
tut.lesson-2.4	"Tout d’abord, on a le portrait de la personne. C’est le même que celui de la balise, ce qui est pratique pour savoir qui est qui."	"First is the person's mugshot, same as on the marker, so it's easy to identify who's who."
tut.lesson-2.5	"Ensuite, on a le véhicule qu’elle conduit, si jamais un véhicule lui est affecté."	"Second is the vehicle they're driving, assuming they're assigned to one."
tut.lesson-2.6	"Juste à côté se trouvent les <sprite name=""ui action pts""> points d’action, qui indiquent le nombre d’actions que tu peux réaliser à chaque tour, et..."	"Right next to that are your <sprite name=""ui action pts""> action points, which determine how much you can do per turn, and..."
tut.lesson-2.7	"... les <sprite name=""ui movement pts""> points de déplacement, qui indiquent la distance que tu peux parcourir au volant d’un véhicule à chaque tour.\nTu utilises ces points lorsque tu conduis et effectues des actions."	"... and <sprite name=""ui movement pts""> movement points, which determine how far you can drive per turn.\nYou use those up, as you drive around and get things done."
tut.lesson-2.8	"Si une voiture est affectée à cette personne, sa cargaison apparaîtra ci-dessous."	"If this person is assigned to a car, you will see its inventory right below."
tut.lesson-2.9	"En attendant, tu peux voir sous son portrait ses traits de caractère ainsi que des informations relatives à son expérience.\nSurvole l’un de ces éléments avec ta souris pour en savoir plus. Vas-y, essaie !"	"Meanwhile, right below the person's portrait, you can see their traits and details of their past experience.\nMoving your mouse over any of these elements will reveal more details. Go ahead, try it!"
tut.lesson-2.10	"Enfin, trois options se présentent à toi pour sélectionner quelqu’un : tu peux cliquer sur sa balise (au-dessus de la voiture), cliquer sur sa fiche de membre (située en haut à droite de l’écran), ou appuyer sur la touche <b>1</b> pour sélectionner le premier membre de ta bande.\nAppuie une fois sur une touche numérique pour sélectionner le membre qui lui est associé, ou appuie deux fois pour le sélectionner et passer en vue panoramique.\nEssaie ! Appuie sur la touche <b>1</b>, ou choisis l’une des deux autres méthodes."	"Finally, to select somebody, you have three options: you can click on their marker (above the car), or click on their crew card (in the upper right corner of your screen), or press the number <b>1</b> key to select the first crew member.\nPressing a number key once will select the crew member, while a quick double-press will also pan the camera over.\nTry it out now! Press the number <b>1</b> key, or use either of the other methods."
tut.lesson-3.title	"Voitures, argent et compagnie"	"Cars, Cash, and More"
tut.lesson-3.1	"À présent, jetons un œil à ton argent et à tes véhicules."	Now let's look at your cash and vehicles.
tut.lesson-3.2	"Ici, c’est ton <b>argent.</b> C’est la somme totale se trouvant dans l’ensemble de tes bâtiments et véhicules.\nSurvole cet élément avec ta souris pour savoir combien d’argent se trouve à chaque endroit, mais aussi combien d’argent tu as gagné ou perdu au dernier tour."	"Up here you can see your <b>cash.</b> This is the total stored in all your buildings and vehicles.\nMove your mouse over it, to see how much you have in which location - and also, how much you've gained or lost last turn."
tut.lesson-3.3	"Ensuite, tu as tes <b>véhicules</b>, c’est-à-dire tes <sprite name=""ui car""> voitures et tes <sprite name=""ui truck""> camions. Le nombre de véhicules en ta possession, ainsi que le nombre maximum de véhicules que tu peux actuellement posséder sont indiqués à côté de chaque type de véhicule.\nTu auras besoin de places de parking ou d’ateliers de réparation pour en augmenter le nombre maximum."	"Next are your <b>vehicles</b>: <sprite name=""ui car""> cars and <sprite name=""ui truck""> trucks. Next to each you have the number owned, and the max number you can handle at the moment.\nYou will need parking spaces or repair shops to increase the max number."
tut.lesson-3.4	"Et à gauche, tu as tes <b>coins de rue</b> et la <b>taille de ta bande.</b> Pour l’instant, il n’y a personne d’autre que toi.\nTu pourras embaucher de nouvelles recrues une fois que tu auras un petit peu élargi ton territoire.\nSurvole cet élément avec ta souris pour afficher plus d’informations."	"And to the left of that are your <b>corners</b> and <b>crew size.</b> Right now your crew is just you, by yourself.\nYou will be able to hire more people once you expand your territory a bit.\nMouse over it to see more details."
tut.lesson-3.5	Les boutons situés tout à gauche proposent un tas de filtres et de dialogues d’information. On reviendra là-dessus plus tard.	These buttons on the far left show a variety of overlays and informational dialogs. We'll come back to them later.
tut.lesson-3.6	"En haut à droite se trouve la date d’aujourd’hui. On est le {date}.\nCe jeu se déroule au tour par tour, et chaque tour dure {days} jours."	"Now if you look in the upper right, you will see the current date. Today is {date}.\nThis is a turn-based game, and each turn lasts {days} days."
tut.lesson-3.7	"Si tu te retrouves à court de <sprite name=""ui action pts""> points d’action ou de <sprite name=""ui movement pts""> points de déplacement, appuie sur le bouton <b>« Tour suivant »</b> pour passer au tour suivant.\nAvant de continuer, appuie dessus."	"If you ever run out of <sprite name=""ui action pts""> action points or <sprite name=""ui movement pts""> movement points, press the <b>'Next Turn'</b> button to advance to the next turn.\nGo ahead, press it now, and we'll continue once you've done that."
tut.lesson-3.8	"Comme tu peux le constater, la date d’aujourd’hui est maintenant le {date}.\nChaque tour permet également de restaurer tes <sprite name=""ui action pts""> points d’action et tes <sprite name=""ui movement pts""> points de déplacement."	"As you can see, the date advanced to {date}.\nOn each turn, all of your <sprite name=""ui action pts""> action points and <sprite name=""ui movement pts""> movement points get refilled as well."
tut.lesson-4.title	La planque	The Safehouse
tut.lesson-4.1	Ce bâtiment-là te servira de <b>planque.</b> Allons jeter un œil à l’intérieur.\nClique sur la balise pour afficher les informations relatives au bâtiment.	Now this building here is going to be your <b>safehouse.</b> Let's take a look inside.\nClick on the marker to open the building info dialog.
tut.lesson-4.2.m	"Vu de l’extérieur, ça a tout l’air d’un commerce lambda géré par moi, ton oncle {fr}.\nMais il renferme une tonne d’espace de rangement et suffisamment de place pour <b>implanter une nouvelle opération</b>."	"From the outside this looks like a regular business, operated by myself, your uncle {fr}.\nBut inside there's plenty of storage, and room to <b>start a new operation</b>."
tut.lesson-4.2.f	"Vu de l’extérieur, ça a tout l’air d’un commerce lambda géré par moi, ta tante {fr}.\nMais il renferme une tonne d’espace de rangement et suffisamment de place pour <b>implanter une nouvelle opération</b>."	"From the outside this looks like a regular business, operated by myself, your aunt {fr}.\nBut inside there's plenty of storage, and room to <b>start a new operation</b>."
tut.lesson-4.3	"Faisons les choses dans l’ordre. Pour commencer, clique sur l’onglet <b>Commerce.</b>\nIl se trouve sur le côté de la fenêtre de dialogue, en bleu."	"Let's look at this in order. First, click on this <b>business tab.</b>\nIt's a blue tab on the side of the dialog window."
tut.lesson-4.4	Je tiens ce commerce dans la plus parfaite légalité. Il offrira une bonne couverture à l’opération que tu choisiras d’implanter.	This is the legitimate business that I've been running. It will provide good cover for whatever operation you'll want to set up.
tut.lesson-4.5	"Maintenant, clique sur l’onglet <b>Stockage.</b>"	Now click on the <b>storage tab.</b>
tut.lesson-4.6	Ce panneau indique ce qui est entreposé au sous-sol. Tout cet alcool date d’avant la prohibition !\nOn s’en servira un peu plus tard.	"This panel shows what's stored in the basement. There's a lot of booze here, dating from before Prohibition!\nWe'll make good use of it in a bit."
tut.lesson-4.7	"À présent, clique sur l’onglet <b>Arrière-boutique.</b>"	Now click on the <b>back room tab.</b>
tut.lesson-4.8	"Ce panneau indique ce qui se trouve à l’arrière du bâtiment.\nIl n’y a rien pour le moment, mais tu pourrais y ouvrir une nouvelle opération."	"This panel shows what's set up in the back of the building.\nRight now it's empty, but you could start a new operation."
tut.lesson-4.9	"Maintenant, clique sur l’onglet <b>Coin de rue.</b>"	Now click on the <b>corner tab.</b>
tut.lesson-4.10	"Cette fenêtre contient des informations concernant le <b>coin de rue</b> sur lequel on se trouve.\nLes coins de rue sont les unités de base d’un territoire : chaque bâtiment appartient à un coin de rue spécifique, et certains coins de rue peuvent faire partie du territoire de quelqu’un."	"This dialog shows information about the <b>corner</b> we're on.\nA corner is the basic unit of territory - every building belongs to some corner or another, and corners may belong to someone's territory."
tut.lesson-4.11	Voici les commerces de ce coin de rue.\nTu peux t’y rendre lorsque tu te trouves sur le même coin de rue qu’eux.	"These are the businesses at this corner.\nWhenever you're at some corner, you can visit all the businesses there."
tut.lesson-4.12	"Ça, c’est le <b>niveau de respect</b> que tu possèdes à ce coin de rue précis, et le niveau de respect d’autres personnes connues dans les parages.\nVu que ton niveau de respect est très élevé (j’ai parlé de toi autour de moi, tu me remercieras plus tard), ce coin de rue fait désormais partie de ton territoire."	"This shows your <b>respect level</b> at this corner, and the respect of other people who are known around here.\nBecause you have very high respect level (thanks to me telling people about you), this corner became part of your territory."
tut.lesson-4.13	"À l’inverse, ça, c’est le <b>niveau de tension</b> présente à ce coin de rue. Survole cet élément avec ta souris pour en savoir plus.\nLes activités illégales génèrent de la tension, et la tension attire la police."	"Conversely, this is the <b>heat level</b> at this corner. Mouse over it to get more details.\nIllegal activity generates heat, and heat attracts police attention."
tut.lesson-4.14	"En parlant du loup, voici quelques informations sur la <b>circonscription de police</b> dans laquelle on se trouve. Survole l’élément avec ta souris pour en savoir plus.\nJusqu’ici, c’est plutôt calme. Et le calme, c’est bon pour les affaires."	"Speaking of the devil, here is information about the <b>police precinct</b> we're in. Mouse over it to get more details.\nSo far, it's been quiet. And quiet is good for business."
tut.lesson-4.15	"Bon, fermons ça et retournons à notre planque."	"Ok, let's close this now and get back to our safehouse."
tut.lesson-4.16	"Maintenant, clique sur l’onglet avec mon portrait."	Now click on the tab with my portrait.
tut.lesson-4.17.m	"C’est moi, ton bon vieil oncle {fr}. J’ai dit à tes parents que tu étais le bienvenu à la maison et que je t’aiderai à faire tes premiers pas en ville."	"This is me, your dear uncle {fr}. I told your parents I'll take you in and help you get started in the city."
tut.lesson-4.17.f	"C’est moi, ta bonne vieille tante {fr}. J’ai dit à tes parents que tu étais le bienvenu à la maison et que je t’aiderai à faire tes premiers pas en ville."	"This is me, your dear aunt {fr}. I told your parents I'll take you in and help you get started in the city."
tut.lesson-4.18	"Pour le moment, ferme cette fenêtre de dialogue."	Close this dialog for now.
tut.lesson-4.19	"Assez bavassé comme ça, allons plutôt nous promener."	I've been beating my gums for a while now. Let's go for a walk instead.
tut.lesson-5.title	Rendre visite	Paying a Visit
tut.lesson-5.1	Tu vois ce commerce ? Il est situé sur le coin de rue où on se trouve actuellement. Allons voir à quoi ça ressemble à l’intérieur.\nClique sur la balise pour rendre visite à son propriétaire.	See this business here? It's on the same corner as we are. Let's pay them a visit.\nClick on the marker to visit the owner.
tut.lesson-5.2	"On est là pour rendre visite à {name} ; son commerce s’appelle {bizname}.\nOn va aller lui parler dans un instant, mais d’abord, apprenons-en un peu plus sur son compte."	"We are now visiting {name}, who runs {bizname}.\nWe'll go have a chat in one second, but first let's find out more about them."
tut.lesson-5.3	"Survole le portrait avec ta souris pour afficher tout un tas d’informations utiles au sujet de cette personne.\nIl est bon de connaître ses traits de caractère et sa personnalité, car ces derniers affecteront votre relation. Son ethnicité est également un important facteur : les gens de la même ethnicité que toi se montreront plus aimables à ton égard."	"Move your mouse over the portrait, and you will get a variety of useful details about them.\nTheir traits and temperament are useful to know, they will impact your dealings with them. Ethnicity is also important, as people of the same ethnicity as you will be more friendly towards you."
tut.lesson-5.4	Cette jauge indique ce que cette personne pense de toi. Survole-la avec ta souris pour en savoir plus.	"This meter shows how they feel about you. Mouse over it, to get more details."
tut.lesson-5.5	"Cette personne te doit également quelques <b>faveurs</b> ! Tu pourras en profiter plus tard, mais sache que les faveurs sont rares, alors réfléchis bien avant de choisir."	"This person also owes you a <b>favor</b> or two! You will be able to spend them later - but choose carefully, they don't come often."
tut.lesson-5.6	"À présent, regardons par ici. Ça, c’est l’endroit où tu peux entamer une conversation amicale avec cette personne.\nTu peux voir ce qu’elle dit à gauche, et choisir tes réponses à droite."	"Now let's look over here. This is how we can strike up a friendly conversation with this person.\nYou can see what they're saying on the left, and we can choose our response on the right."
tut.lesson-5.7	"Vas-y, sélectionne la première option pour parler d’achat et de vente."	"Go ahead, select the first option to ask about buying and selling."
tut.lesson-5.8	"Si jamais tu souhaitais acheter ou vendre quelque chose, c’est comme ça que t’y prendrais.\nMais il nous reste une dernière chose à vérifier."	"If you wanted to buy or sell something, this is how you'd go about it.\nBut there's another thing we should check out."
tut.lesson-5.9	"Jetons un œil aux personnes qu’elle connaît. Clique sur le bouton des contacts, en surbrillance en haut à gauche de l’écran."	"Let's see who they know. Click on that connections button, highlighted in the upper left part of your screen."
tut.lesson-5.10	"Ce dialogue révèle bien d’autres informations sur cette personne, notamment d’ordre personnel, et surtout, tous les contacts dont tu connais l’existence. Pour le moment, ces derniers sont limités."	"This dialog displays many more details about this person, including personal info and, most importantly, all the connections we know about - which are limited for the time being."
tut.lesson-5.11	"Tu n’arriveras pas à t’en sortir sans quelques contacts.\nDe nos jours, si on veut pouvoir acheter ou vendre de l’alcool, il faut connaître des gens qui nous apprécient et qui nous font confiance."	"Connections are going to be crucial for you.\nIf you're trying to buy or sell any alcohol these days, you gotta know folks who like you, and who trust you."
tut.lesson-5.12	"Tu vas devoir apprendre à utiliser tes contacts à bon escient pour parvenir à tes fins. Mais on verra ça plus tard.\nÀ présent, ferme cette fenêtre de dialogue."	"You'll need to learn how to work those connections to get what you need. But, that's for later.\nFor now, close this dialog."
tut.lesson-5.13	Et si on changeait un peu de décor ? Allons faire un tour. Je te laisse conduire.	How about a change of scenery? Let's go for a ride. You drive.
tut.lesson-6.title	Se déplacer en voiture	Driving Around
tut.lesson-6.1	"Voici un autre commerce du secteur, il se trouve seulement à un coin de rue d’ici.\nClique un peu sur sa balise pour voir."	Here's another nearby business. This one is one corner away.\nClick on its marker and let's see what happens.
tut.lesson-6.2	"Comme tu peux le constater, quelques informations sont disponibles, mais on est trop éloignés pour y entrer.\nIl va falloir que tu roules jusque là-bas pour pouvoir parler à la personne qui le dirige."	"As you can see, some information is displayed, but we're too far to visit.\nYou will need to drive over there to actually talk to the business owner."
tut.lesson-6.3	Tu te retrouveras souvent dans ce type de situation : toi ou un membre de ta bande devrez vous déplacer pour pouvoir parler à quelqu’un et faire avancer les choses.	"This is something you will run into often: in order to get things done, you or one of your people need to actually physically go there and talk to somebody."
tut.lesson-6.4	"Alors, allons-y. Clique sur ta balise pour te sélectionner."	So let's drive there. Click on your marker to select yourself as the active crew member.
tut.lesson-6.5	"Maintenant, fais un <b>clic droit</b> sur l’endroit le plus proche de ce commerce."	And now <b>right-click</b> on the location closest to that business.
