KEY	VALUE	COMMENTS
__id	en
archetype.brawler.name	The Brawler
archetype.brawler.desc	Character traits:\n{trait1}, {trait2}, {trait3}, {trait4}\n<i>A long history of hitting first and asking questions later with the mug to match.</i>
archetype.chatterbox.name	The Gossip
archetype.chatterbox.desc	Character traits:\n{trait1}, {trait2}, {trait3}, {trait4}\n<i>Good at getting new information but maybe not so good at keeping it.</i>
archetype.iron-fist.name	The Iron Fist
archetype.iron-fist.desc	Character traits:\n{trait1}, {trait2}, {trait3}, {trait4}\n<i>On the plus side, everyone lives in fear of their wrath. On the downside, everyone lives in fear of their wrath.</i>
archetype.bookworm.name	The Bookworm
archetype.bookworm.desc	Character traits:\n{trait1}, {trait2}, {trait3}, {trait4}\n<i>A life of study has lead to a healthy attitude toward learning and work. And terrible eyesight.</i>
archetype.churchgoer.name	The Churchgoer
archetype.churchgoer.desc	Character traits:\n{trait1}, {trait2}, {trait3}, {trait4}\n<i>They're a nice person and they never tire about telling you that. Or how you could be nicer.</i>
archetype.easygoing.name	The Calm Center
archetype.easygoing.desc	Character traits:\n{trait1}, {trait2}, {trait3}, {trait4}\n<i>They believe that everthing will work out for the best. They just don't often work the hardest to ensure that.</i>
archetype.tough.name	The Tough
archetype.tough.desc	Character traits:\n{trait1}, {trait2}, {trait3}, {trait4}\n<i>Smart? No. Good with a baseball bat? Absolutely.</i>
archetype.antisocial.name	The Loner
archetype.antisocial.desc	Character traits:\n{trait1}, {trait2}, {trait3}, {trait4}\n<i>It takes a strong person to go it alone and not really care about anyone's opinion or feelings.</i>
archetype.pretty-dumb.name	The Pushover
archetype.pretty-dumb.desc	Character traits:\n{trait1}, {trait2}, {trait3}, {trait4}\n<i>Easy on the eyes and makes a good first impression. Just don't expect much beyond that first impression.</i>
archetype.underestimated.name	The Underestimated
archetype.underestimated.desc	Character traits:\n{trait1}, {trait2}, {trait3}, {trait4}\n<i>No one gives much thought because of their appearance. That is often a mistake.</i>
archetype.terrorist.name	The Torpedo
archetype.terrorist.desc	Character traits:\n{trait1}, {trait2}, {trait3}, {trait4}\n<i>Some people just want to watch it all sink beneath the chaos they create.</i>
archetype.fragile.name	The Delicate Flower
archetype.fragile.desc	Character traits:\n{trait1}, {trait2}, {trait3}, {trait4}\n<i>Those whose bodies are against them have to get by on smarts and hard work.</i>
archetype.bossy.name	The Tyrant
archetype.bossy.desc	Character traits:\n{trait1}, {trait2}, {trait3}, {trait4}\n<i>Efficient and effective? Yes. Likely to get invited to dinner? Probably not.</i>



		;; personality aspects

aspect-expansionist.name	Likes to control territory
aspect-isolationist.name	Concerned about expanding too fast
aspect-aggressive.name	Eager for a fight
aspect-peaceful.name	Reluctant to fight
aspect-biz-fast.name	Keen eye for business
aspect-biz-slow.name	Doesn't care about business
aspect-eth-like.name	Likes other ethnic groups
aspect-eth-dislike.name	Dislikes other ethnic groups
aspect-crew-large.name	Prefers to have large crew
aspect-crew-small.name	Prefers to have small crew




		;; skills

skill.generic-skill.icon	<sprite name="ui skills">
skill.car-general.icon	<sprite name="skill general vehicle">
skill.expansion-general.icon	<sprite name="skill expansions">
skill.ethnic-general.icon	<sprite name="skill ethnic">
skill.knowledge-general.icon	<sprite name="skill old-knowledge">

skill.homebooze-moonshine.name	Moonshine Manufacture
skill.homebooze-moonshine.icon	<sprite name="skill moonshine">
skill.homebooze-moonshine.desc	After learning this skill, you will be able to use stoneware crocks to convert cases of neutral alcohol into moonshine.\n\nAcquiring this skill allows you to <b>build</b> a <i>backroom moonshine operation</i> in a building controlled by your outfit.
skill.homebooze-moonshine.conv	It's a disgrace that we've come to this, but desperate times...\nI can show you how to use stoneware crocks to create moonshine. Just bring me a few cases of neutral alcohol from your sources so that I can make sure you've got access to good stuff.
skill.homebooze-moonshine-quest.name	Moonshine Manufacture
skill.homebooze-moonshine-quest.desc	Provide {$firstname} {$lastname} with some neutral alcohol and you can learn how to make moonshine to sell at your own speakeasy and to others around town.

skill.homebooze-corn-moonshine.name	Moonshine Distillation
skill.homebooze-corn-moonshine.desc	Cincinnati is in close proximity to both the grain markets of the Midwest and the long traditions and knowledge of distillation across the Ohio in Kentucky. This provides unique opportunities in this city.
skill.homebooze-corn-moonshine.conv	Some basic distillation? That's easy. We've been doing it around here for years. If you get me some corn and a steel barrel, I'll show you how. Just make sure you've got a good supply of steel barrels. Distillation this way ruins them quickly.
skill.homebooze-corn-moonshine-quest.name	Moonshine Distillation
skill.homebooze-corn-moonshine-quest.desc	Provide {$firstname} {$lastname} with some corn and a steel barrel to learn how to do some basic distillation of moonshine.

skill.homebooze-rye-moonshine.name	Grain Distillation
skill.homebooze-rye-moonshine.desc	Mastering grain distillation will allow you to build a pot still to make some simple moonshine from rye.
skill.homebooze-rye-moonshine.conv	So you want to build a pot still? You know those things can be dangerous. I'd better show you how to do it. Get some steel barrels and some rye and I'll tell you how to do it so that you don't blow yourself up.
skill.homebooze-rye-moonshine-quest.name	Grain Distillation
skill.homebooze-rye-moonshine-quest.desc	Get some rye and steel barrels and {$firstname} {$lastname} will show you how to build a pot still to make moonshine.

skill.homebooze-brick-wine.name	Brick Wine Production
skill.homebooze-brick-wine.icon	<sprite name="skill brick-wine">
skill.homebooze-brick-wine.desc	Once you've learned about the basics of making brick wine, you will be able to use stoneware crocks and small barrels of grape concentrate to make brick wine.\n\nAcquiring this skill allows you to <b>build</b> a <i>backroom brick wine operation</i> in a building controlled by your outfit.
skill.homebooze-brick-wine.conv	Brick wine is at least a bit like the stuff we used to drink and it's very popular around here. If you have some space and want to make more, I can show you how it's done. Bring over a few crocks and we can get started.
skill.homebooze-brick-wine-quest.name	Brick Wine Production
skill.homebooze-brick-wine-quest.desc	Provide {$firstname} {$lastname} with some grape concentrate and you can learn how to make brick wine to sell at your own speakeasy and to others around town.

skill.homebooze-home-brew.name	Home Brew Production
skill.homebooze-home-brew.icon	<sprite name="skill home-brew">
skill.homebooze-home-brew.desc	Once you're taught about making homemade beer, you will be able to use stoneware crocks and small barrels of malt syrup to make homemade beer.\n\nAcquiring this skill allows you to <b>build</b> a <i>backroom homemade beer operation</i> in a building controlled by your outfit.
skill.homebooze-home-brew.conv	You want to know my home brewing secrets?\nWell, it's pretty easy. You just need some crocks and a good supply of malt. If you get your hands on some malt, I'd be happy to show you how it works.
skill.homebooze-home-brew-quest.name	Home Brew Production
skill.homebooze-home-brew-quest.desc	Provide {$firstname} {$lastname} with some malt syrup and you can learn how to make home brew to sell at your own speakeasy and to others around town.

skill.homebooze-cider.name	Cider Making
skill.homebooze-cider.icon	<sprite name="skill cider">
skill.homebooze-cider.desc	Learning about cider making will allow you to use stoneware crocks to convert small barrels of apple juice into hard cider.\n\nAcquiring this skill allows you to <b>build</b> a <i>backroom cider operation</i> in a building controlled by your outfit.
skill.homebooze-cider.conv	Oh, I just use the cider to make vinegar. Yeah - that's my story and I'm sticking to it.\nBut if you'd like to know how to make "vinegar", I'd be happy to teach you if you can get your hands on some apple juice.
skill.homebooze-cider-quest.name	Cider Making
skill.homebooze-cider-quest.desc	Provide {$firstname} {$lastname} with some apple juice and you can learn how to make some hard cider to sell at your own speakeasy and to others around town.

skill.homebooze-apple-jack.name	Apple Jacking
skill.homebooze-apple-jack.icon	<sprite name="skill applejacking">
skill.homebooze-apple-jack.desc	Learning about apple jacking will allow you to use ice to convert small barrels of apple juice or apples into applejack.\n\nAcquiring this skill allows you to <b>build</b> a <i>backroom applejack operation</i> in a building controlled by your outfit.
skill.homebooze-apple-jack.conv	I've got a novel way to turn apples and apple juice into something even more potent than hard cider, namely applejack. Not quite brandy, but far stronger than most. It's been made in the US for a long time, so if you get me some apple juice, I'll show you how it's done.
skill.homebooze-apple-jack-quest.name	Apple Jacking
skill.homebooze-apple-jack-quest.desc	Provide {$firstname} {$lastname} with some apple juice and you can learn how to make some applejack to sell at your own speakeasies and to others around town.

skill.homebooze-fruit-wine.name	Fruit Wine Production
skill.homebooze-fruit-wine.icon	<sprite name="skill fruit-wine">
skill.homebooze-fruit-wine.desc	Once you learn this skill, you'll be able to create fruit wine from fruit, sugar and bottles.
skill.homebooze-fruit-wine.conv	This part of the country is just chock full of orchards. They're everywhere. In fact, I happen to know how you might be able to take some of that fruit and turn it into something, um, alcoholic. If you're interested, I'll just need some fruit to show you how to get started.
skill.homebooze-fruit-wine-quest.name	Fruit Wine Production
skill.homebooze-fruit-wine-quest.desc	Provide {$firstname} {$lastname} with some fruit to get started making fruit wine.

skill.homebooze-homemade-brandy.name	Homemade Brandy Production
skill.homebooze-homemade-brandy.icon	<sprite name="skill homemade-brandy">
skill.homebooze-homemade-brandy.desc	If you learn this skill, you'll be able to make a very basic homemade brandy from fruit or citrus using small barrels and stoneware crocks.
skill.homebooze-homemade-brandy.conv	We've got lots of experience making homemade booze. Particularly using fruit or citrus to make homemade brandy. Get me some materials and I'll show you how to set up a very simple still.
skill.homebooze-homemade-brandy-quest.name	Homemade Brandy Production
skill.homebooze-homemade-brandy-quest.desc	Provide {$firstname} {$lastname} with some materials to learn how to set up a very basic brandy still.

skill.juice-pressing.name	Apple Presses
skill.juice-pressing.icon	<sprite name="skill apple-press">
skill.juice-pressing.desc	Learn how to convert apples to juice so you can make apple juice more cheaply and at larger, more industrial scale.\n\nAcquiring this skill allows you to <b>build</b> an <i>apple juice press</i> in a building controlled by your outfit.
skill.juice-pressing.conv	Want to get your hands on more apple juice? Well, I happen to know how to build a press that can turn apples into juice. If you bring over the materials, I'll show you how it's done and you can install one where ever you'd like.
juice-pressing-quest.name	Juice Presses
juice-pressing-quest.desc	Deliver the raw materials to {$firstname} {$lastname} to learn how apple presses get built.

skill.wine-pressing.name	Grape Presses
skill.wine-pressing.icon	<sprite name="skill grape-press">
skill.wine-pressing.desc	Learn how to convert grapes to concentrate so you can make brick wine more cheaply and at larger, more industrial scale.\n\nAcquiring this skill allows you to <b>build</b> a <i>grape press</i> in a building controlled by your outfit.
skill.wine-pressing.conv	Want to get your hands on more grape concentrate? Well, I happen to know how to build a press that can turn grapes into grape concentrate. If you bring over the materials, I'll show you how it's done and you can install one where ever you'd like.
wine-pressing-quest.name	Grape Presses
wine-pressing-quest.desc	Deliver the raw materials to {$firstname} {$lastname} to learn how grape presses get built.

skill.malt-making.name	Malt Making
skill.malt-making.icon	<sprite name="skill malt-making">
skill.malt-making.desc	Learn how to convert barley into malt syrup to supply your beer making operations.\n\nAcquiring this skill allows you to <b>build</b> a <i>malt processor</i> in a building controlled by your outfit.
skill.malt-making.conv	Back on my family farm, we used to make malt from barley. I know we're in the city, but I'm sure I could show you how we did it in the country so you can make your own malt syrup.
skill.malt-making-quest.name	Malt Making
skill.malt-making-quest.desc	Deliver what {$firstname} {$lastname} is looking for to learn how to make your own malt syrup.

skill.label-counterfeiting.name	Label Counterfeiting
skill.label-counterfeiting.icon	<sprite name="skill labels">
skill.label-counterfeiting.desc	Have your connection supply you with the knowhow to set up a small printing operation. Your counterfeit labels will make the booze you produce indistinguishable from the real thing.
skill.label-counterfeiting.conv	I have a connection that can make some printers dies for you. Once you have those, you should be able to set up a small press and make your own labels. Just get me a few labels for examples and some cash to pay my friend and you'll be all set.
skill.label-counterfeiting-quest.name	Label Counterfeiting
skill.label-counterfeiting-quest.desc	{$firstname} {$lastname} will get you the knowhow to make your own labels if you deliver the requested cash and materials.

skill.ice-making.name	Ice Making
skill.ice-making.icon	<sprite name="skill ice making">
skill.ice-making.desc	Learn how to make ice and move it around town in half-barrels.\n\nAcquiring this skill allows you to <b>build</b> an <i>ice house</i> in a building controlled by your outfit.
skill.ice-making.conv	There's a new-fangled technology these days that makes ice in a factory instead of from a lake or pond like we did back in my parents' day. Isn't progress grand? I can let you in on how to make and ship the stuff if you'd like.
skill.ice-making-quest.name	Ice Making
skill.ice-making-quest.desc	{$firstname} {$lastname} will get you the knowhow to make and move ice if you deliver the requested cash and materials.

skill.basic-tobacco-processing.name	Basic Tobacco Processing
skill.basic-tobacco-processing.desc	Learning the basics of tobacco processing work will allow you to make and package counterfeit cigarettes and then sell them around town.
skill.basic-tobacco-processing.conv	Time was that I knew how to make some mighty fine cigarettes - so good that no one could tell them from the big name brands. For a price, I could remember how and teach you how to do the same.

skill.improved-homebooze-cider.name	Pressing Matters
skill.improved-homebooze-cider.icon	<sprite name="skill cider-upgrade">
skill.improved-homebooze-cider.desc	Learning this skill allows you to <b>upgrade</b> your existing Backroom Cider Operations into Expanded Cider Operations. Once upgraded, hard cider production will increase by 50%.
skill.improved-homebooze-cider.conv	Before this silly new law, our family made a lot of cider. Now that it's illegal, we have gotten out of the business. But I still have some tricks of the trade I could impart to you. If you drop off some cider that you've been making, I can probably give you some pointers on how to increase your production.
skill.improved-homebooze-cider-quest.name	Pressing Matters
skill.improved-homebooze-cider-quest.desc	Bring some hard cider to {$firstname} {$lastname} to learn how to improve your cider output.

skill.improved-homebooze-moonshine.name	Extra Extraction
skill.improved-homebooze-moonshine.icon	<sprite name="skill moonshine">
skill.improved-homebooze-moonshine.desc	Learning this skill allows you to <b>upgrade</b> your existing Backroom Moonshine Operations into Expanded Moonshine Operations. Once upgraded, moonshine production will increase by 50%.
skill.improved-homebooze-moonshine.conv	Having been working with neutral alcohol for a while, I've got some ideas about how you might increase your moonshine production. I can take some time away from my business to show you how if you can pay a bit...
skill.improved-homebooze-moonshine-quest.name	Extra Extraction
skill.improved-homebooze-moonshine-quest.desc	A payment to {$firstname} {$lastname} will allow you to increase your moonshine production by 50%.

skill.improved-homebooze-corn-moonshine.name	Superior Stills
skill.improved-homebooze-corn-moonshine.desc	Learning this skill allows you to <b>upgrade</b> your existing Backroom Moonshine Operations into Expanded Moonshine Operations. Once upgraded, moonshine production will increase by 50%.
skill.improved-homebooze-corn-moonshine.conv	Now that I know a bit more about the simple moonshine still that you've got going, I'm sure that my family has the expertise to help you expand your stills. That is, if you're interested.
skill.improved-homebooze-corn-moonshine-quest.name	Superior Stills
skill.improved-homebooze-corn-moonshine-quest.desc	A payment to {$firstname} {$lastname} will allow you to increase your moonshine production by 50%.

skill.improved-homebooze-rye-moonshine.name	Wheat Distillation
skill.improved-homebooze-rye-moonshine.desc	Mastering this skill allows you to use wheat in your pot still in addition to rye to make moonshine.
skill.improved-homebooze-rye-moonshine.conv	You want to use wheat to make moonshine as well as rye? Sure, I can help with that. Just bring me some wheat and some of your current production and we'll get started.
skill.improved-homebooze-rye-moonshine-quest.name	Wheat Distillation
skill.improved-homebooze-rye-moonshine-quest.desc	Arrange for {$firstname} {$lastname} to receive some of your existing moonshine production and some wheat to figure out how to make moonshine from wheat in addition to rye in your pot still.

skill.expanded-pot-stills.name	Improved Pot Stills
skill.expanded-pot-stills.desc	This skill allows you to add an expansion to your pot stills that dramatically increases their production capacity.
skill.expanded-pot-stills.conv	How are your pot stills going? Interested in making more? Well, let me help you out. Get me some steel barrels and a bit of cash and I'll work out an arrangement that allows you to pretty much double your production.
skill.expanded-pot-stills-quest.name	Improved Pot Stills
skill.expanded-pot-stills-quest.desc	Have some materials and cash for {$firstname} {$lastname} delivered and they'll figure out how to cram in even more production.

skill.improved-homebooze-home-brew.name	Much More Malt
skill.improved-homebooze-home-brew.icon	<sprite name="skill more-malt">
skill.improved-homebooze-home-brew.desc	Learning this skill allows you to <b>upgrade</b> your existing Home Brew Operations into Expanded Home Brew Operations. Once upgraded, homemade beer production will increase by 50%.
skill.improved-homebooze-home-brew.conv	Beer. I miss beer. But I've been playing with this malt extract that the former breweries have been selling and I have some ideas on how you could make even more of this near beer. I could be persuaded to share provided the proper incentives.
skill.improved-homebooze-home-brew-quest.name	Much More Malt
skill.improved-homebooze-home-brew-quest.desc	A payment to {$firstname} {$lastname} will allow you to increase your homemade beer production by 50%.

skill.improved-homebooze-brick-wine.name	Bonus Bricks
skill.improved-homebooze-brick-wine.icon	<sprite name="skill brick-wine-upgrade">
skill.improved-homebooze-brick-wine.desc	Learning this skill allows you to <b>upgrade</b> your existing Backroom Wine Operations into Expanded Brick Wine Operations. Once upgraded, brick wine production will increase by 50%.
skill.improved-homebooze-brick-wine.conv	Heard about your small brick wine operation. I might have some ideas on how you could be making more of it. Bring some of your current supply over so I can see how good it is. Then I can probably give you some pointers on how you can increase your production.
skill.improved-homebooze-brick-wine-quest.name	Bonus Bricks
skill.improved-homebooze-brick-wine-quest.desc	Bring some brick wine to {$firstname} {$lastname} to see if your brick wine production can be increased.

skill.improved-homebooze-fruit-wine.name	Fruitful Operations
skill.improved-homebooze-fruit-wine.desc	Learning this skill allows you to <b>upgrade</b> your existing Backroom Fruit Wine Operations into Expanded Fruit Wine Operations. Once upgraded, fruit wine production will increase by 50%.
skill.improved-homebooze-fruit-wine.conv	You know what this town could use? More fruit wine. In the old days, it was just something that we made at home, but I think you've got a profitable thing going there with that stuff. I can show you how to make more.
skill.improved-homebooze-fruit-wine-quest.name	Fruitful Operations
skill.improved-homebooze-fruit-wine-quest.desc	A payment to {$firstname} {$lastname} will allow you to increase your homemade fruit wine production by 50%.

skill.champagne-making.name	Champagne Methods
skill.champagne-making.icon	<sprite name="skill champagne">
skill.champagne-making.desc	Learn how to add some flair - and bubbles - to your booze production to sell champagne to a higher end of clientele at fancy restaurants and clubs.
skill.champagne-making.conv	I wouldn't make this proposal to just anyone, but I know how skilled you've become with making all kinds of alcohol from grapes. And I have some free time and space. If you provide some materials, I'm pretty certain that I can figure out how to make something that resembles champagne quite closely. Interested?
skill.champagne-making-quest.name	Champagne Methods
skill.champagne-making-quest.desc	Supply materials for your acquaintance to perfect a way to make something very close to champagne.

skill.dark-rum-making.name	Spiced Rum Manufacture
skill.dark-rum-making.icon	<sprite name="skill dark-rum">
skill.dark-rum-making.desc	Regular rum is fine. Spiced rum, however, that has panache and character. You can charge a lot more for panache and character.
skill.dark-rum-making.conv	Before this law, we had such a wide selection and variety of rum. I miss those days, don't you? In fact, some friends and I came up with a pretty good recipe for dark rum. We've only made small quantities, but if you get us some supplies, I'm sure we could figure out how to scale it up to amounts that would interest you.
skill.dark-rum-making-quest.name	Spiced Rum Manufacture
skill.dark-rum-making-quest.desc	Provide materials to allow your friend to scale up his homemade dark rum recipe to industrial levels.

skill.beer-kegs.name	Beer by the Keg
skill.beer-kegs.icon	<sprite name="skill beer-kegs">
skill.beer-kegs.desc	Bottled beer is cumbersome and doesn't scale well. But put it in steel barrels, now we're talking the economies of scale.
skill.beer-kegs.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.beer-kegs-quest.name	Beer by the Keg
skill.beer-kegs-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.


skill.mixed-drinks.name	Cocktail Production
skill.mixed-drinks.icon	<sprite name="skill beer-kegs">
skill.mixed-drinks.desc	Bottled beer is cumbersome and doesn't scale well. But put it in steel barrels, now we're talking the economies of scale.
skill.mixed-drinks.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.mixed-drinks-quest.name	Cocktail Production and Drink Mixing
skill.mixed-drinks-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.

skill.drug-distribution.name	Introduction Of The Underworld
skill.drug-distribution.icon	<sprite name="skill beer-kegs">
skill.drug-distribution.desc	Bottled beer is cumbersome and doesn't scale well. But put it in steel barrels, now we're talking the economies of scale.
skill.drug-distribution.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.drug-distribution-quest.name	Underworld Of Prohibition
skill.drug-distribution-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.

skill.drug-distributionstart.name	Small Time Dealer
skill.drug-distributionstart.icon	<sprite name="skill beer-kegs">
skill.drug-distributionstart.desc	This skill unlocks a dealer that can sell small amounts of illicit substances at the start of games.
skill.drug-distributionstart.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.drug-distributionstart-quest.name	Small Time Dealer
skill.drug-distributionstart-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.

skill.drug-distribution-low.name	Local Drug Distribution
skill.drug-distribution-low.icon	<sprite name="skill beer-kegs">
skill.drug-distribution-low.desc	Bottled beer is cumbersome and doesn't scale well. But put it in steel barrels, now we're talking the economies of scale.
skill.drug-distribution-low.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.drug-distribution-low-quest.name	Local Drug Distribution
skill.drug-distribution-low-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.

skill.large-drug-distribution.name	Bulk Drug Distribution
skill.large-drug-distribution.icon	<sprite name="skill beer-kegs">
skill.large-drug-distribution.desc	Bottled beer is cumbersome and doesn't scale well. But put it in steel barrels, now we're talking the economies of scale.
skill.large-drug-distribution.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.large-drug-distribution-quest.name	Bulk Drug Distribution
skill.large-drug-distribution-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.

skill.moneylaundering.name	Liquidation And Licenses 101
skill.moneylaundering.icon	<sprite name="skill beer-kegs">
skill.moneylaundering.desc	Bottled beer is cumbersome and doesn't scale well. But put it in steel barrels, now we're talking the economies of scale.
skill.moneylaundering.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.moneylaundering-quest.name	Liquidation And Licenses 101
skill.moneylaundering-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.

skill.moneylaunderingmid.name	Liquidation And Licenses 102
skill.moneylaunderingmid.icon	<sprite name="skill beer-kegs">
skill.moneylaunderingmid.desc	Bottled beer is cumbersome and doesn't scale well. But put it in steel barrels, now we're talking the economies of scale.
skill.moneylaunderingmid.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.moneylaunderingmid-quest.name	Liquidation And Licenses 102
skill.moneylaunderingmid-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.

skill.moneylaunderinghigh.name	Liquidation And Licenses 103
skill.moneylaunderinghigh.icon	<sprite name="skill beer-kegs">
skill.moneylaunderinghigh.desc	Bottled beer is cumbersome and doesn't scale well. But put it in steel barrels, now we're talking the economies of scale.
skill.moneylaunderinghigh.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.moneylaunderinghigh-quest.name	Liquidation And Licenses 103
skill.moneylaunderinghigh-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.

skill.talent-scout.name	Talent Scouting
skill.beer-kegs.icon	<sprite name="skill beer-kegs">
skill.talent-scout.desc	Bottled beer is cumbersome and doesn't scale well. But put it in steel barrels, now we're talking the economies of scale.
skill.talent-scout.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.talent-scout-quest.name	Talent Scouting
skill.talent-scout-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.

skill.jewelersource.name	Jewelery Outsourcing
skill.beer-kegs.icon	<sprite name="skill beer-kegs">
skill.jewelersource.desc	Bottled beer is cumbersome and doesn't scale well. But put it in steel barrels, now we're talking the economies of scale.
skill.jewelersource.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.jewelersource-quest.name	Jewelery Outsourcing
skill.jewelersource-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.

skill.realestate.name	Home Real Estate
skill.beer-kegs.icon	<sprite name="skill beer-kegs">
skill.realestate.desc	Bottled beer is cumbersome and doesn't scale well. But put it in steel barrels, now we're talking the economies of scale.
skill.realestate.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.realestate-quest.name	Home Real Estate
skill.realestate-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.

skill.usedcardealer.name	Used Car Dealer
skill.beer-kegs.icon	<sprite name="skill beer-kegs">
skill.usedcardealer.desc	Bottled beer is cumbersome and doesn't scale well. But put it in steel barrels, now we're talking the economies of scale.
skill.usedcardealer.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.usedcardealer-quest.name	Used Car Dealer
skill.usedcardealer-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.

skill.cannabis-production.name	Cannabis Growing
skill.label-counterfeiting.icon	<sprite name="skill label-counterfeiting">
skill.cannabis-production.desc	Bottled beer is cumbersome and doesn't scale well. But put it in steel barrels, now we're talking the economies of scale.
skill.cannabis-production.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.cannabis-production-quest.name	The Introduction To Hemp
skill.cannabis-production-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.

skill.cannabis-packaging.name	Cannabis Repackaging
skill.cannabis-packaging.icon	<sprite name="skill beer-kegs">
skill.cannabis-packaging.desc	Bottled beer is cumbersome and doesn't scale well. But put it in steel barrels, now we're talking the economies of scale.
skill.cannabis-packaging.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.cannabis-packaging-quest.name	Cannabis Repackaging
skill.cannabis-packaging-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.

skill.opium-production.name	Introduction To Black Tar
skill.beer-kegs.icon	<sprite name="skill beer-kegs">
skill.opium-production.desc	Bottled beer is cumbersome and doesn't scale well. But put it in steel barrels, now we're talking the economies of scale.
skill.opium-production.conv	Your beer isn't bad. In fact, you've gotten to the point where it could probably compete even without Prohibition. I'd like to help you scale up production and make it by the keg instead of all of that cumbersome bottling. Get me some of your beer and a few steel barrels and I'll show you how we used to do it.
skill.opium-production-quest.name	Introduction To Black Tar
skill.opium-production-quest.desc	Bring over some beer and a few steel barrels to learn how to produce beer by the keg.

skill.opium-packaging.name	Opium Poppy Cultivation
skill.beer-kegs.icon	<sprite name="skill beer-kegs">
